year,leaid,lea_name,state_location,city_location,agency_type,enrollment,agency_charter_indicator,urban_centric_locale,est_population_total,est_population_5_17,est_population_5_17_pct,est_population_5_17_poverty,est_population_5_17_poverty_pct
"2014","4102910","Central Linn SD 552","OR","Brownsville","Regular local school district","649","No charter schools","Rural, distant","5386","1010","0.187523","171","0.169307"
"2014","4102940","Central Point SD 6","OR","Central Point","Regular local school district","4459","No charter schools","Suburb, midsize","30701","4914","0.16006","849","0.172772"
"2014","4102840","Central SD 13J","OR","Independence","Regular local school district","3114","No charter schools","Town, fringe","22279","3602","0.161677","674","0.187118"
"2014","4103260","Clatskanie SD 6J","OR","Clatskanie","Regular local school district","676","No charter schools","Rural, distant","5066","851","0.167983","146","0.171563"
"2014","4103270","Colton SD 53","OR","Colton","Regular local school district","635","No charter schools","Rural, distant","4400","755","0.171591","67","0.088742"
"2014","4103330","Condon SD 25J","OR","Condon","Regular local school district","129","No charter schools","Rural, remote","1096","136","0.124088","13","0.095588"
"2014","4103660","Coos Bay SD 9","OR","Coos Bay","Regular local school district","3111","Some charter schools","Town, remote","26821","3661","0.136498","1117","0.305108"
"2014","4103390","Coquille SD 8","OR","Coquille","Regular local school district","842","No charter schools","Town, remote","6942","1007","0.145059","262","0.260179"
"2014","4103420","Corbett SD 39","OR","Corbett","Regular local school district","1315","Some charter schools","Rural, fringe","4048","705","0.17416","142","0.201418"
"2014","4103480","Corvallis SD 509J","OR","Corvallis","Regular local school district","6644","Some charter schools","City, small","66028","7308","0.11068","953","0.130405"
"2014","4103540","Cove SD 15","OR","Cove","Charter agency","275","All charter schools","Rural, remote","1535","293","0.190879","28","0.095563"
"2014","4103690","Creswell SD 40","OR","Creswell","Regular local school district","1282","No charter schools","Town, fringe","9188","1550","0.168698","188","0.12129"
"2014","4103720","Crook County SD","OR","Prineville","Regular local school district","3304","Some charter schools","Town, distant","21062","3181","0.15103","723","0.227287"
"2014","4103780","Crow-Applegate-Lorane SD 66","OR","Eugene","Regular local school district","273","No charter schools","Rural, distant","2364","361","0.152707","72","0.199446"
"2014","4103840","Culver SD 4","OR","Culver","Regular local school district","693","No charter schools","Rural, distant","3578","628","0.175517","174","0.27707"
"2014","4103860","Dallas SD 2","OR","Dallas","Regular local school district","3235","Some charter schools","Town, fringe","21055","3720","0.17668","620","0.166667"
"2014","4103940","David Douglas SD 40","OR","Portland","Regular local school district","11039","Some charter schools","City, large","67152","11902","0.17724","3728","0.313225"
"2014","4103990","Dayton SD 8","OR","Dayton","Regular local school district","983","No charter schools","Town, distant","5478","1081","0.197335","183","0.169288"
"2014","4104020","Dayville SD 16J","OR","Dayville","Regular local school district","52","No charter schools","Rural, remote","363","46","0.126722","17","0.369565"
"2014","4104170","Diamond SD 7","OR","Diamond","Regular local school district","11","No charter schools","Rural, remote","87","15","0.172414","5","0.333333"
"2014","4104290","Double O SD 28","OR","Hines","Regular local school district","2","No charter schools","Rural, remote","26","3","0.115385","1","0.333333"
"2014","4103960","Douglas County SD 15","OR","Days Creek","Regular local school district","165","Some charter schools","Rural, distant","1206","169","0.140133","39","0.230769"
"2014","4110710","Douglas County SD 4","OR","Roseburg","Regular local school district","6065","Some charter schools","Town, remote","46393","6746","0.14541","1493","0.221316"
"2014","4104380","Drewsey SD 13","OR","Drewsey","Regular local school district","5","No charter schools","Rural, remote","119","15","0.12605","3","0.2"
"2014","4104410","Dufur SD 29","OR","Dufur","Regular local school district","284","No charter schools","Rural, distant","1688","299","0.177133","63","0.210702"
"2014","4104500","Eagle Point SD 9","OR","Eagle Point","Regular local school district","4020","Some charter schools","Suburb, midsize","28651","4962","0.173188","966","0.19468"
"2014","4104530","Echo SD 5","OR","Echo","Regular local school district","244","No charter schools","Rural, fringe","1002","217","0.216567","71","0.327189"
"2014","4104590","Elgin SD 23","OR","Elgin","Regular local school district","392","No charter schools","Rural, remote","2623","427","0.162791","77","0.180328"
"2014","4104620","Elkton SD 34","OR","Elkton","Charter agency","440","All charter schools","Rural, remote","1286","164","0.127527","29","0.176829"
"2014","4105080","Enterprise SD 21","OR","Enterprise","Regular local school district","382","No charter schools","Rural, remote","2965","409","0.137943","83","0.202934"
"2014","4104700","Estacada SD 108","OR","Estacada","Regular local school district","2757","Some charter schools","Town, fringe","13591","2191","0.16121","322","0.146965"
"2014","4104740","Eugene SD 4J","OR","Eugene","Regular local school district","17017","Some charter schools","City, midsize","153016","19034","0.124392","2565","0.134759"
"2014","4100003","Falls City SD 57","OR","Falls City","Regular local school district","145","No charter schools","Rural, distant","1268","220","0.173502","48","0.218182"
"2014","4104950","Fern Ridge SD 28J","OR","Elmira","Regular local school district","1459","Some charter schools","Rural, fringe","12179","1906","0.156499","273","0.143232"
"2014","4105160","Forest Grove SD 15","OR","Forest Grove","Regular local school district","6191","Some charter schools","Suburb, large","36282","7079","0.195111","1363","0.192541"
"2014","4105250","Fossil SD 21J","OR","Fossil","Charter agency","264","All charter schools","Rural, remote","661","86","0.130106","30","0.348837"
"2014","4105310","Frenchglen SD 16","OR","Frenchglen","Regular local school district","129","Some charter schools","Rural, remote","79","13","0.164557","3","0.230769"
"2014","4105430","Gaston SD 511J","OR","Gaston","Regular local school district","566","Some charter schools","Rural, fringe","3102","534","0.172147","83","0.155431"
"2014","4100015","Gervais SD 1","OR","Gervais","Regular local school district","1075","No charter schools","Town, fringe","6616","1436","0.21705","309","0.215181"
"2014","4105610","Gladstone SD 115","OR","Gladstone","Regular local school district","2217","No charter schools","Suburb, large","11578","1932","0.166868","304","0.15735"
"2014","4105640","Glendale SD 77","OR","Glendale","Regular local school district","343","Some charter schools","Rural, distant","2962","426","0.143822","131","0.307512"
"2014","4105670","Glide SD 12","OR","Glide","Regular local school district","671","No charter schools","Rural, remote","5704","702","0.123072","180","0.25641"
"2014","4105910","Grants Pass SD 7","OR","Grants Pass","Regular local school district","5944","No charter schools","City, small","36724","6096","0.165995","1803","0.295768"
"2014","4101120","Greater Albany Public SD 8J","OR","Albany","Regular local school district","9409","No charter schools","City, small","62077","10584","0.170498","2489","0.235166"
"2014","4106000","Gresham-Barlow SD 10J","OR","Gresham","Regular local school district","12191","Some charter schools","Suburb, large","80599","14278","0.177149","2607","0.182589"
"2014","4102490","Harney County SD 3","OR","Burns","Regular local school district","824","No charter schools","Town, remote","5766","853","0.147936","210","0.24619"
"2014","4103600","Harney County SD 4","OR","Crane","Regular local school district","53","No charter schools","Rural, remote","759","68","0.089592","17","0.25"
"2014","4103630","Harney County Union High SD 1J","OR","Crane","Regular local school district","54","No charter schools","Rural, remote","1360","75","0.055147","21","0.28"
"2014","4106120","Harper SD 66","OR","Harper","Charter agency","95","All charter schools","Rural, remote","278","56","0.201439","21","0.375"
"2014","4100019","Harrisburg SD 7J","OR","Harrisburg","Regular local school district","858","No charter schools","Town, fringe","5247","1066","0.203164","179","0.167917"
"2014","4106270","Helix SD 1","OR","Helix","Regular local school district","181","No charter schools","Rural, distant","437","104","0.237986","17","0.163462"
"2014","4106300","Hermiston SD 8","OR","Hermiston","Regular local school district","5346","No charter schools","Town, distant","27077","5257","0.19415","1124","0.21381"
"2014","4100023","Hillsboro SD 1J","OR","Hillsboro","Regular local school district","21027","Some charter schools","City, small","133339","24522","0.183907","3908","0.159367"
"2014","4106510","Hood River County SD","OR","Hood River","Regular local school district","4174","No charter schools","Town, remote","22885","4215","0.184182","727","0.172479"
"2014","4106600","Huntington SD 16J","OR","Huntington","Charter agency","64","All charter schools","Rural, remote","535","60","0.11215","14","0.233333"
"2014","4106630","Imbler SD 11","OR","Imbler","Charter agency","325","All charter schools","Rural, distant","1378","233","0.169086","31","0.133047"
"2014","4100047","Ione SD R2","OR","Ione","Charter agency","210","All charter schools","Rural, remote","645","119","0.184496","10","0.084034"
"2014","4106740","Jefferson County SD 509J","OR","Madras","Regular local school district","3005","No charter schools","Town, distant","16367","3071","0.187634","902","0.293715"
"2014","4106710","Jefferson SD 14J","OR","Jefferson","Regular local school district","872","No charter schools","Rural, fringe","6499","1181","0.18172","296","0.250635"
"2014","4106750","Jewell SD 8","OR","Seaside","Regular local school district","131","No charter schools","Rural, remote","1025","173","0.16878","32","0.184971"
"2014","4106780","John Day SD 3","OR","Canyon City","Regular local school district","592","No charter schools","Rural, remote","4857","666","0.137122","161","0.241742"
"2014","4106820","Jordan Valley SD 3","OR","Jordan Valley","Regular local school district","76","No charter schools","Rural, remote","418","71","0.169856","18","0.253521"
"2014","4106870","Joseph SD 6","OR","Joseph","Regular local school district","229","Some charter schools","Rural, remote","2072","228","0.110039","77","0.337719"
"2014","4106930","Junction City SD 69","OR","Junction City","Regular local school district","1698","No charter schools","Town, fringe","12761","2006","0.157198","283","0.141077"
