Agency Name,Agency ID - NCES Assigned [District] Latest available year,Total Number Operational Charter Schools [Public School] 2021-22,Total Number Operational Charter Schools [Public School] 2020-21,Total Number Operational Charter Schools [Public School] 2019-20,Total Number Operational Charter Schools [Public School] 2018-19,Total Number Operational Charter Schools [Public School] 2017-18,Total Number Operational Charter Schools [Public School] 2016-17,Total Number Operational Charter Schools [Public School] 2015-16,Total Number Operational Charter Schools [Public School] 2014-15,Total Number Operational Charter Schools [Public School] 2013-14,Total Number Operational Charter Schools [Public School] 2012-13,Total Number Operational Charter Schools [Public School] 2011-12,Total Number Operational Charter Schools [Public School] 2010-11,Total Number Operational Schools [Public School] 2021-22,Total Number Operational Schools [Public School] 2020-21,Total Number Operational Schools [Public School] 2019-20,Total Number Operational Schools [Public School] 2018-19,Total Number Operational Schools [Public School] 2017-18,Total Number Operational Schools [Public School] 2016-17,Total Number Operational Schools [Public School] 2015-16,Total Number Operational Schools [Public School] 2014-15,Total Number Operational Schools [Public School] 2013-14,Total Number Operational Schools [Public School] 2012-13,Total Number Operational Schools [Public School] 2011-12,Total Number Operational Schools [Public School] 2010-11,Total Students All Grades (Excludes AE) [District] 2021-22,Total Students All Grades (Excludes AE) [District] 2020-21,Total Students All Grades (Excludes AE) [District] 2019-20,Total Students All Grades (Excludes AE) [District] 2018-19,Total Students All Grades (Excludes AE) [District] 2017-18,Total Students All Grades (Excludes AE) [District] 2016-17,Total Students All Grades (Excludes AE) [District] 2015-16,Total Students All Grades (Excludes AE) [District] 2014-15,Total Students All Grades (Excludes AE) [District] 2013-14,Total Students All Grades (Excludes AE) [District] 2012-13,Total Students All Grades (Excludes AE) [District] 2011-12,Total Students All Grades (Excludes AE) [District] 2010-11,Total Revenue (TOTALREV) [District Finance] 2021-22,Total Revenue (TOTALREV) [District Finance] 2020-21,Total Revenue (TOTALREV) [District Finance] 2019-20,Total Revenue (TOTALREV) [District Finance] 2018-19,Total Revenue (TOTALREV) [District Finance] 2017-18,Total Revenue (TOTALREV) [District Finance] 2016-17,Total Revenue (TOTALREV) [District Finance] 2015-16,Total Revenue (TOTALREV) [District Finance] 2014-15,Total Revenue (TOTALREV) [District Finance] 2013-14,Total Revenue (TOTALREV) [District Finance] 2012-13,Total Revenue (TOTALREV) [District Finance] 2011-12,Total Revenue (TOTALREV) [District Finance] 2010-11,Total Revenue - Local Sources (TLOCREV) [District Finance] 2021-22,Total Revenue - Local Sources (TLOCREV) [District Finance] 2020-21,Total Revenue - Local Sources (TLOCREV) [District Finance] 2019-20,Total Revenue - Local Sources (TLOCREV) [District Finance] 2018-19,Total Revenue - Local Sources (TLOCREV) [District Finance] 2017-18,Total Revenue - Local Sources (TLOCREV) [District Finance] 2016-17,Total Revenue - Local Sources (TLOCREV) [District Finance] 2015-16,Total Revenue - Local Sources (TLOCREV) [District Finance] 2014-15,Total Revenue - Local Sources (TLOCREV) [District Finance] 2013-14,Total Revenue - Local Sources (TLOCREV) [District Finance] 2012-13,Total Revenue - Local Sources (TLOCREV) [District Finance] 2011-12,Total Revenue - Local Sources (TLOCREV) [District Finance] 2010-11,Total Revenue - State Sources (TSTREV) [District Finance] 2021-22,Total Revenue - State Sources (TSTREV) [District Finance] 2020-21,Total Revenue - State Sources (TSTREV) [District Finance] 2019-20,Total Revenue - State Sources (TSTREV) [District Finance] 2018-19,Total Revenue - State Sources (TSTREV) [District Finance] 2017-18,Total Revenue - State Sources (TSTREV) [District Finance] 2016-17,Total Revenue - State Sources (TSTREV) [District Finance] 2015-16,Total Revenue - State Sources (TSTREV) [District Finance] 2014-15,Total Revenue - State Sources (TSTREV) [District Finance] 2013-14,Total Revenue - State Sources (TSTREV) [District Finance] 2012-13,Total Revenue - State Sources (TSTREV) [District Finance] 2011-12,Total Revenue - State Sources (TSTREV) [District Finance] 2010-11,Total Revenue - Federal Sources (TFEDREV) [District Finance] 2021-22,Total Revenue - Federal Sources (TFEDREV) [District Finance] 2020-21,Total Revenue - Federal Sources (TFEDREV) [District Finance] 2019-20,Total Revenue - Federal Sources (TFEDREV) [District Finance] 2018-19,Total Revenue - Federal Sources (TFEDREV) [District Finance] 2017-18,Total Revenue - Federal Sources (TFEDREV) [District Finance] 2016-17,Total Revenue - Federal Sources (TFEDREV) [District Finance] 2015-16,Total Revenue - Federal Sources (TFEDREV) [District Finance] 2014-15,Total Revenue - Federal Sources (TFEDREV) [District Finance] 2013-14,Total Revenue - Federal Sources (TFEDREV) [District Finance] 2012-13,Total Revenue - Federal Sources (TFEDREV) [District Finance] 2011-12,Total Revenue - Federal Sources (TFEDREV) [District Finance] 2010-11,Total Current Expenditures - Instruction (TCURINST) [District Finance] 2021-22,Total Current Expenditures - Instruction (TCURINST) [District Finance] 2020-21,Total Current Expenditures - Instruction (TCURINST) [District Finance] 2019-20,Total Current Expenditures - Instruction (TCURINST) [District Finance] 2018-19,Total Current Expenditures - Instruction (TCURINST) [District Finance] 2017-18,Total Current Expenditures - Instruction (TCURINST) [District Finance] 2016-17,Total Current Expenditures - Instruction (TCURINST) [District Finance] 2015-16,Total Current Expenditures - Instruction (TCURINST) [District Finance] 2014-15,Total Current Expenditures - Instruction (TCURINST) [District Finance] 2013-14,Total Current Expenditures - Instruction (TCURINST) [District Finance] 2012-13,Total Current Expenditures - Instruction (TCURINST) [District Finance] 2011-12,Total Current Expenditures - Instruction (TCURINST) [District Finance] 2010-11,Total Revenue (TOTALREV) per Pupil (V33) [District Finance] 2021-22,Total Revenue (TOTALREV) per Pupil (V33) [District Finance] 2020-21,Total Revenue (TOTALREV) per Pupil (V33) [District Finance] 2019-20,Total Revenue (TOTALREV) per Pupil (V33) [District Finance] 2018-19,Total Revenue (TOTALREV) per Pupil (V33) [District Finance] 2017-18,Total Revenue (TOTALREV) per Pupil (V33) [District Finance] 2016-17,Total Revenue (TOTALREV) per Pupil (V33) [District Finance] 2015-16,Total Revenue (TOTALREV) per Pupil (V33) [District Finance] 2014-15,Total Revenue (TOTALREV) per Pupil (V33) [District Finance] 2013-14,Total Revenue (TOTALREV) per Pupil (V33) [District Finance] 2012-13,Total Revenue (TOTALREV) per Pupil (V33) [District Finance] 2011-12,Total Revenue (TOTALREV) per Pupil (V33) [District Finance] 2010-11,Total Revenue - Local Sources (TLOCREV) per Pupil (V33) [District Finance] 2021-22,Total Revenue - Local Sources (TLOCREV) per Pupil (V33) [District Finance] 2020-21,Total Revenue - Local Sources (TLOCREV) per Pupil (V33) [District Finance] 2019-20,Total Revenue - Local Sources (TLOCREV) per Pupil (V33) [District Finance] 2018-19,Total Revenue - Local Sources (TLOCREV) per Pupil (V33) [District Finance] 2017-18,Total Revenue - Local Sources (TLOCREV) per Pupil (V33) [District Finance] 2016-17,Total Revenue - Local Sources (TLOCREV) per Pupil (V33) [District Finance] 2015-16,Total Revenue - Local Sources (TLOCREV) per Pupil (V33) [District Finance] 2014-15,Total Revenue - Local Sources (TLOCREV) per Pupil (V33) [District Finance] 2013-14,Total Revenue - Local Sources (TLOCREV) per Pupil (V33) [District Finance] 2012-13,Total Revenue - Local Sources (TLOCREV) per Pupil (V33) [District Finance] 2011-12,Total Revenue - Local Sources (TLOCREV) per Pupil (V33) [District Finance] 2010-11,Total Revenue - State Sources (TSTREV) per Pupil (V33) [District Finance] 2021-22,Total Revenue - State Sources (TSTREV) per Pupil (V33) [District Finance] 2020-21,Total Revenue - State Sources (TSTREV) per Pupil (V33) [District Finance] 2019-20,Total Revenue - State Sources (TSTREV) per Pupil (V33) [District Finance] 2018-19,Total Revenue - State Sources (TSTREV) per Pupil (V33) [District Finance] 2017-18,Total Revenue - State Sources (TSTREV) per Pupil (V33) [District Finance] 2016-17,Total Revenue - State Sources (TSTREV) per Pupil (V33) [District Finance] 2015-16,Total Revenue - State Sources (TSTREV) per Pupil (V33) [District Finance] 2014-15,Total Revenue - State Sources (TSTREV) per Pupil (V33) [District Finance] 2013-14,Total Revenue - State Sources (TSTREV) per Pupil (V33) [District Finance] 2012-13,Total Revenue - State Sources (TSTREV) per Pupil (V33) [District Finance] 2011-12,Total Revenue - State Sources (TSTREV) per Pupil (V33) [District Finance] 2010-11,Total Revenue - Federal Sources (TFEDREV) per Pupil (V33) [District Finance] 2021-22,Total Revenue - Federal Sources (TFEDREV) per Pupil (V33) [District Finance] 2020-21,Total Revenue - Federal Sources (TFEDREV) per Pupil (V33) [District Finance] 2019-20,Total Revenue - Federal Sources (TFEDREV) per Pupil (V33) [District Finance] 2018-19,Total Revenue - Federal Sources (TFEDREV) per Pupil (V33) [District Finance] 2017-18,Total Revenue - Federal Sources (TFEDREV) per Pupil (V33) [District Finance] 2016-17,Total Revenue - Federal Sources (TFEDREV) per Pupil (V33) [District Finance] 2015-16,Total Revenue - Federal Sources (TFEDREV) per Pupil (V33) [District Finance] 2014-15,Total Revenue - Federal Sources (TFEDREV) per Pupil (V33) [District Finance] 2013-14,Total Revenue - Federal Sources (TFEDREV) per Pupil (V33) [District Finance] 2012-13,Total Revenue - Federal Sources (TFEDREV) per Pupil (V33) [District Finance] 2011-12,Total Revenue - Federal Sources (TFEDREV) per Pupil (V33) [District Finance] 2010-11
DALLAS SD 2,4103860,2,2,2,2,2,2,2,1,1,1,1,1,7,7,7,7,7,7,7,6,6,6,6,6,3031,3025,3222,3243,3175,3226,3293,3235,3180,3160,3185,3269,50732000,45135000,42530000,41811000,40653000,36838000,35063000,33907000,32218000,29312000,30330000,29745000,13965000,12891000,12975000,12704000,11581000,11079000,10916000,10545000,10379000,9763000,9546000,9479000,31631000,28799000,27318000,26967000,26907000,23706000,22160000,21446000,19855000,17431000,17991000,16690000,5136000,3445000,2237000,2140000,2165000,2053000,1987000,1916000,1984000,2118000,2793000,3576000,25877000,22526000,22282000,20287000,20187000,18500000,17944000,16815000,16092000,15087000,15131000,16417000,16738,14921,13200,12893,12804,11419,10648,10481,10131,9276,9523,9099,4607,4261,4027,3917,3648,3434,3315,3260,3264,3090,2997,2900,10436,9520,8479,8315,8475,7348,6729,6629,6244,5516,5649,5106,1694,1139,694,660,682,636,603,592,624,670,877,1094
DAVID DOUGLAS SD 40,4103940,1,1,1,1,1,1,1,1,1,1,1,1,14,14,14,14,14,14,14,14,14,14,14,15,8807,9299,9818,10124,10496,10692,10906,11039,10987,10818,10895,10900,195046000,175995000,165411000,168508000,162293000,153786000,150239000,147092000,133728000,105872000,108345000,107379000,30598000,27869000,29975000,31556000,30070000,28504000,27604000,28312000,27981000,24330000,22906000,23487000,133806000,127753000,120010000,119646000,115767000,108054000,104637000,104940000,89972000,69946000,73865000,66515000,30642000,20373000,15426000,17306000,16456000,17228000,17998000,13840000,15775000,11596000,11574000,17377000,87780000,85759000,81297000,79960000,77908000,74848000,72421000,71078000,65565000,58730000,61305000,63077000,22147,18926,16848,16651,15462,14383,13776,13325,12171,9787,9944,9851,3474,2997,3053,3118,2865,2666,2531,2565,2547,2249,2102,2155,15193,13738,12223,11823,11030,10106,9594,9506,8189,6466,6780,6102,3479,2191,1571,1710,1568,1611,1650,1254,1436,1072,1062,1594
DAYTON SD 8,4103990,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,903,938,1009,1013,994,980,979,983,965,943,970,952,15230000,16855000,14757000,14620000,13681000,12577000,12513000,11935000,11832000,10843000,10276000,11061000,4303000,4540000,5046000,4783000,4482000,4220000,4043000,3865000,3858000,3684000,3550000,3526000,9642000,11050000,8617000,8714000,8117000,7239000,7376000,6958000,6824000,5901000,5850000,5836000,1285000,1265000,1094000,1123000,1082000,1118000,1094000,1112000,1150000,1258000,876000,1699000,3075000,7172000,6813000,6569000,6210000,5844000,6015000,5971000,5292000,5737000,5296000,5549000,16866,17969,14625,14432,13764,12834,12781,12141,12261,11498,10594,11619,4765,4840,5001,4722,4509,4306,4130,3932,3998,3907,3660,3704,10678,11780,8540,8602,8166,7387,7534,7078,7072,6258,6031,6130,1423,1349,1084,1109,1089,1141,1117,1131,1192,1334,903,1785
DAYVILLE SD 16J,4104020,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,58,57,55,43,47,46,50,52,58,60,60,50,2510000,3463000,1576000,1308000,1366000,1279000,1210000,1249000,1148000,1068000,964000,1149000,285000,252000,297000,167000,244000,198000,278000,304000,248000,253000,231000,257000,1933000,2971000,1076000,931000,898000,1001000,779000,850000,829000,757000,705000,696000,292000,240000,203000,210000,224000,80000,153000,95000,71000,58000,28000,196000,852000,567000,684000,581000,635000,564000,603000,623000,574000,556000,636000,619000,43276,60754,28655,30419,29064,27804,24200,24019,19793,17800,16067,22980,4914,4421,5400,3884,5191,4304,5560,5846,4276,4217,3850,5140,33328,52123,19564,21651,19106,21761,15580,16346,14293,12617,11750,13920,5034,4211,3691,4884,4766,1739,3060,1827,1224,967,467,3920
DIAMOND SD 7,4104170,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,8,3,4,5,6,3,8,11,14,16,21,19,371000,361000,294000,307000,338000,243000,254000,315000,276000,303000,260000,275000,44000,62000,49000,49000,52000,37000,35000,35000,41000,39000,34000,33000,263000,211000,225000,237000,219000,204000,199000,244000,203000,220000,214000,196000,64000,88000,20000,21000,67000,2000,20000,36000,32000,44000,12000,46000,97000,83000,65000,96000,147000,107000,161000,155000,162000,170000,170000,152000,46375,120333,73500,61400,56333,81000,31750,28636,19714,18938,12381,14474,5500,20667,12250,9800,8667,12333,4375,3182,2929,2438,1619,1737,32875,70333,56250,47400,36500,68000,24875,22182,14500,13750,10190,10316,8000,29333,5000,4200,11167,667,2500,3273,2286,2750,571,2421
DOUBLE O SD 28,4104290,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,7,7,4,3,2,3,2,4,2,3,4,331000,372000,317000,264000,303000,227000,178000,207000,189000,179000,148000,180000,17000,15000,18000,21000,14000,10000,9000,12000,11000,15000,11000,12000,288000,282000,269000,211000,250000,191000,149000,165000,157000,132000,129000,133000,26000,75000,30000,32000,39000,26000,20000,30000,21000,32000,8000,35000,157000,142000,108000,99000,84000,79000,62000,62000,65000,68000,63000,56000,165500,53143,45286,66000,101000,NA,59333,–,47250,89500,49333,45000,8500,2143,2571,5250,4667,NA,3000,–,2750,7500,3667,3000,144000,40286,38429,52750,83333,NA,49667,–,39250,66000,43000,33250,13000,10714,4286,8000,13000,NA,6667,–,5250,16000,2667,8750
DOUGLAS COUNTY SD 15,4103960,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,218,207,203,188,193,214,197,165,202,209,208,223,5003000,4005000,3933000,3721000,3964000,3455000,3038000,3454000,2965000,2822000,3020000,3040000,830000,685000,691000,709000,1055000,646000,636000,643000,572000,555000,552000,595000,3611000,2886000,2973000,2779000,2678000,2586000,2169000,2560000,2166000,1980000,2150000,1929000,562000,434000,269000,233000,231000,223000,233000,251000,227000,287000,318000,516000,2319000,1860000,1826000,1680000,1621000,1495000,343000,312000,645000,614000,673000,656000,22950,19348,19374,19793,20539,16145,15421,20933,14678,13502,14519,13632,3807,3309,3404,3771,5466,3019,3228,3897,2832,2656,2654,2668,16564,13942,14645,14782,13876,12084,11010,15515,10723,9474,10337,8650,2578,2097,1325,1239,1197,1042,1183,1521,1124,1373,1529,2314
DOUGLAS COUNTY SD 4,4110710,1,1,1,1,1,1,1,1,1,1,1,1,14,13,13,13,13,12,12,12,12,13,13,13,5697,5583,6132,6104,6061,5943,5991,6065,6125,6255,6388,6344,83763000,80403000,79092000,75195000,70992000,63278000,64259000,62278000,56909000,56637000,55687000,55363000,21192000,21945000,23136000,22519000,21927000,20390000,20231000,19487000,18707000,18742000,18354000,17950000,53074000,48925000,48977000,46106000,42458000,36938000,36911000,35755000,32361000,31310000,31548000,28719000,9497000,9533000,6979000,6570000,6607000,5950000,7117000,7036000,5841000,6585000,5785000,8694000,44408000,42853000,40544000,38334000,35408000,33174000,32493000,31458000,30936000,29687000,29184000,29488000,14703,14401,12898,12323,11713,10647,10726,10279,9291,9055,8717,8727,3720,3931,3773,3690,3618,3431,3377,3216,3054,2996,2873,2829,9316,8763,7987,7556,7005,6215,6161,5901,5283,5006,4939,4527,1667,1708,1138,1077,1090,1001,1188,1161,954,1053,906,1370
DOUGLAS ESD,4100025,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,44038000,40285000,33798000,32423000,28366000,27142000,23531000,23761000,20424000,20934000,18404000,20408000,14003000,14469000,13544000,13145000,11918000,11097000,10448000,10423000,9091000,9366000,8600000,8452000,24040000,22621000,17396000,16385000,13927000,13724000,10902000,10482000,9664000,8821000,8096000,8244000,5995000,3195000,2858000,2893000,2521000,2321000,2181000,2856000,1669000,2747000,1708000,3712000,14858000,14098000,11502000,9973000,8646000,7713000,7197000,6671000,5840000,6004000,5531000,6515000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,–,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,–,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,–,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,–,NA
DREWSEY SD 13,4104380,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,15,8,6,9,8,9,7,5,9,13,12,13,534000,398000,345000,322000,342000,300000,271000,269000,252000,287000,246000,258000,58000,57000,55000,49000,47000,40000,36000,35000,35000,41000,35000,32000,403000,295000,259000,253000,264000,250000,217000,216000,205000,204000,193000,188000,73000,46000,31000,20000,31000,10000,18000,18000,12000,42000,18000,38000,136000,129000,133000,109000,93000,87000,78000,78000,132000,183000,178000,177000,35600,49750,57500,35778,42750,33333,38714,53800,28000,22077,20500,19846,3867,7125,9167,5444,5875,4444,5143,7000,3889,3154,2917,2462,26867,36875,43167,28111,33000,27778,31000,43200,22778,15692,16083,14462,4867,5750,5167,2222,3875,1111,2571,3600,1333,3231,1500,2923
DUFUR SD 29,4104410,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,356,345,342,331,308,300,304,284,271,284,278,283,7611000,6517000,9298000,6037000,5300000,4747000,5035000,4396000,4047000,3777000,3813000,3942000,2271000,1843000,2154000,1857000,1964000,1891000,2095000,1767000,1690000,1653000,1682000,1713000,4237000,3779000,6497000,3756000,3012000,2587000,2608000,2349000,2116000,1863000,1924000,1836000,1103000,895000,647000,424000,324000,269000,332000,280000,241000,261000,207000,393000,3823000,3042000,3268000,2754000,2510000,2199000,2089000,1909000,1825000,1735000,1722000,2088000,21379,18890,27187,18239,17208,15823,16563,15479,14934,13299,13716,13929,6379,5342,6298,5610,6377,6303,6891,6222,6236,5820,6050,6053,11902,10954,18997,11347,9779,8623,8579,8271,7808,6560,6921,6488,3098,2594,1892,1281,1052,897,1092,986,889,919,745,1389
EAGLE POINT SD 9,4104500,2,2,1,1,1,1,1,1,0,0,0,0,11,11,10,10,10,10,10,10,10,10,11,11,4210,4002,4157,4194,4221,4107,4095,4020,3944,4076,4209,4262,63681000,57443000,53693000,52764000,50492000,46717000,45719000,42733000,40895000,39060000,39060000,38229000,15167000,16821000,17301000,17222000,15876000,15228000,15055000,13187000,13170000,12033000,12123000,12427000,40492000,35222000,32279000,30931000,30388000,27445000,26352000,25542000,24068000,23228000,22639000,20119000,8022000,5400000,4113000,4611000,4228000,4044000,4312000,4004000,3657000,3799000,4298000,5683000,29966000,26405000,24774000,25422000,22196000,21437000,22496000,20713000,20224000,18935000,19753000,19709000,15126,14354,12916,12620,11962,11375,11165,10630,10369,9583,9280,8970,3603,4203,4162,4119,3761,3708,3676,3280,3339,2952,2880,2916,9618,8801,7765,7398,7199,6682,6435,6354,6102,5699,5379,4721,1905,1349,989,1103,1002,985,1053,996,927,932,1021,1333
ECHO SD 5,4104530,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,305,290,280,286,293,280,271,244,257,247,265,264,6121000,5186000,4663000,4604000,8242000,4942000,3904000,3552000,3323000,3028000,3381000,3083000,1282000,1108000,1220000,1304000,1270000,1144000,950000,909000,870000,896000,921000,864000,4099000,3606000,3234000,3029000,6694000,3521000,2720000,2436000,2249000,1936000,2222000,1751000,740000,472000,209000,271000,278000,277000,234000,207000,204000,196000,238000,468000,2650000,2325000,2554000,2587000,2423000,2213000,1937000,1779000,1827000,1805000,1661000,1766000,20069,17883,16654,16098,28130,17650,14406,14557,12930,12259,12758,11678,4203,3821,4357,4559,4334,4086,3506,3725,3385,3628,3475,3273,13439,12434,11550,10591,22846,12575,10037,9984,8751,7838,8385,6633,2426,1628,746,948,949,989,863,848,794,794,898,1773
ELGIN SD 23,4104590,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,412,408,403,385,397,377,384,392,378,385,383,388,6769000,6497000,5478000,4978000,5796000,4860000,4949000,4365000,4387000,4104000,4272000,4150000,1257000,1198000,1162000,1194000,1365000,1032000,1121000,922000,862000,900000,972000,909000,4840000,4600000,3902000,3353000,4007000,3409000,3309000,3030000,3008000,2691000,2868000,2564000,672000,699000,414000,431000,424000,419000,519000,413000,517000,513000,432000,677000,3711000,3412000,3385000,3187000,3012000,2657000,2817000,2827000,2718000,2489000,2576000,2877000,16430,15924,13593,12930,14599,12891,12888,11135,11606,10660,11154,10696,3051,2936,2883,3101,3438,2737,2919,2352,2280,2338,2538,2343,11748,11275,9682,8709,10093,9042,8617,7730,7958,6990,7488,6608,1631,1713,1027,1119,1068,1111,1352,1054,1368,1332,1128,1745
ELKTON SD 34,4104620,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,224,226,236,251,251,259,480,440,374,280,250,240,8281000,5099000,5099000,5075000,4760000,6421000,5455000,5682000,4602000,3528000,3315000,3906000,1284000,1262000,1519000,1487000,1458000,1460000,1169000,1065000,1052000,1021000,947000,948000,6544000,3348000,3280000,3307000,2952000,4669000,3951000,4265000,3293000,2190000,2120000,2112000,453000,489000,300000,281000,350000,292000,335000,352000,257000,317000,248000,846000,2655000,2243000,2403000,2206000,2273000,2738000,2769000,3635000,1660000,1600000,1424000,1486000,36969,22562,21606,20219,18964,24792,11365,12914,12305,12600,13260,16275,5732,5584,6436,5924,5809,5637,2435,2420,2813,3646,3788,3950,29214,14814,13898,13175,11761,18027,8231,9693,8805,7821,8480,8800,2022,2164,1271,1120,1394,1127,698,800,687,1132,992,3525
ENTERPRISE SD 21,4105080,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,403,373,406,426,404,418,404,382,405,379,409,394,7215000,6205000,6144000,5894000,5375000,4741000,4727000,4899000,4315000,3566000,4253000,4963000,1827000,1569000,1559000,1586000,1364000,1364000,1411000,1288000,1227000,1194000,1577000,1566000,4866000,4121000,4098000,3882000,3761000,3167000,2927000,3234000,2789000,1950000,2374000,2770000,522000,515000,487000,426000,250000,210000,389000,377000,299000,422000,302000,627000,3858000,3854000,3661000,3457000,3086000,2739000,2595000,2556000,2601000,2599000,2528000,2421000,17903,16635,15133,13836,13304,11342,11700,12825,10654,9409,10399,12596,4533,4206,3840,3723,3376,3263,3493,3372,3030,3150,3856,3975,12074,11048,10094,9113,9309,7577,7245,8466,6886,5145,5804,7030,1295,1381,1200,1000,619,502,963,987,738,1113,738,1591
ESTACADA SD 108,4104700,1,1,2,2,2,2,2,2,2,2,2,2,5,5,6,6,6,6,6,6,7,7,8,8,3025,3188,2929,2983,2835,2808,2744,2757,2584,2805,2779,2724,42305000,42248000,37499000,34948000,31452000,30351000,28895000,29659000,27136000,26375000,25314000,25585000,12557000,11494000,11137000,10373000,9221000,9409000,8845000,8695000,7725000,8033000,8038000,7777000,26098000,28042000,24878000,23053000,20866000,19677000,18702000,19508000,18060000,16559000,15706000,15085000,3650000,2712000,1484000,1522000,1365000,1265000,1348000,1456000,1351000,1783000,1570000,2723000,15301000,12807000,13033000,11861000,10693000,10306000,10477000,10351000,10204000,11011000,11041000,12030000,13985,13252,12803,11720,11094,10809,10530,10758,10502,9403,9109,9392,4151,3605,3802,3479,3253,3351,3223,3154,2990,2864,2892,2855,8627,8796,8494,7731,7360,7007,6816,7076,6989,5903,5652,5538,1207,851,507,510,481,450,491,528,523,636,565,1000
EUGENE SD 4J,4104740,5,5,5,5,5,5,4,4,4,4,4,3,37,37,38,38,38,37,36,36,36,36,36,41,16498,16683,17331,17216,17350,17404,17206,17017,16886,17029,17368,17379,306337000,292987000,269212000,248965000,242561000,222304000,214738000,208872000,192146000,176885000,180188000,183385000,147213000,149870000,148556000,138245000,128156000,120122000,116211000,115719000,104624000,95660000,98575000,97878000,118453000,119314000,105573000,95556000,97879000,88716000,83575000,79355000,75069000,67061000,67955000,63656000,40671000,23803000,15083000,15164000,16526000,13466000,14952000,13798000,12453000,14164000,13658000,21851000,138636000,121853000,118640000,116889000,115395000,108056000,103023000,98052000,93904000,93245000,94586000,100263000,18568,17562,15534,14463,13980,12773,12480,12276,11379,10387,10375,10552,8923,8983,8572,8031,7387,6902,6754,6801,6196,5617,5676,5632,7180,7152,6092,5551,5641,5097,4857,4664,4446,3938,3913,3663,2465,1427,870,881,953,774,869,811,737,832,786,1257
FALLS CITY SD 57,4100003,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,180,169,190,210,207,177,180,145,156,131,150,154,4934000,4401000,4205000,3952000,3666000,3229000,2980000,2560000,2429000,2282000,2444000,2040000,717000,598000,852000,622000,711000,645000,530000,462000,482000,444000,462000,429000,3347000,3055000,3001000,2907000,2572000,2354000,2097000,1758000,1617000,1547000,1657000,1142000,870000,748000,352000,423000,383000,230000,353000,340000,330000,291000,325000,469000,2656000,2174000,2110000,2195000,1970000,1530000,1456000,1368000,1349000,1176000,1143000,1053000,27411,26041,22132,18819,17710,18243,16556,17655,15571,17420,16293,13247,3983,3538,4484,2962,3435,3644,2944,3186,3090,3389,3080,2786,18594,18077,15795,13843,12425,13299,11650,12124,10365,11809,11047,7416,4833,4426,1853,2014,1850,1299,1961,2345,2115,2221,2167,3045
FERN RIDGE SD 28J,4104950,1,1,1,1,1,1,1,1,1,1,2,2,5,5,5,5,5,5,5,5,5,5,6,6,1391,1424,1517,1483,1476,1436,1458,1459,1518,1513,1660,1611,24054000,22566000,21012000,19665000,19392000,17043000,17203000,16735000,15863000,16260000,16362000,16644000,7895000,7632000,7657000,7948000,7261000,6643000,6980000,6207000,5985000,5767000,5738000,5798000,12752000,12485000,11856000,10110000,10643000,9062000,8988000,9197000,8602000,8940000,9225000,8232000,3407000,2449000,1499000,1607000,1488000,1338000,1235000,1331000,1276000,1553000,1399000,2614000,10973000,9738000,9487000,9181000,8324000,7545000,7708000,7357000,7363000,7008000,7120000,7270000,17293,15847,13851,13260,13138,11868,11799,11470,10450,10747,9857,10331,5676,5360,5047,5359,4919,4626,4787,4254,3943,3812,3457,3599,9168,8768,7815,6817,7211,6311,6165,6304,5667,5909,5557,5110,2449,1720,988,1084,1008,932,847,912,841,1026,843,1623
