agency_name,agency_id_nces_assigned_district_latest_available_year,school_year,year,total_students_all_grades_excludes_ae_district,total_revenue_totalrev_district_finance,total_revenue_local_sources_tlocrev_district_finance,total_revenue_state_sources_tstrev_district_finance,total_revenue_federal_sources_tfedrev_district_finance,total_revenue_totalrev_per_pupil_v33_district_finance,total_revenue_local_sources_tlocrev_per_pupil_v33_district_finance,total_revenue_state_sources_tstrev_per_pupil_v33_district_finance,total_revenue_federal_sources_tfedrev_per_pupil_v33_district_finance,total_current_expenditures_instruction_tcurinst_district_finance,agency_type,urban_centric_locale,est_population_total,est_population_5_17,est_population_5_17_poverty,share_child_poverty,CEP_treat,first_treat_year,All_sites
PRAIRIE CITY SD 4,4110110,2012-2013,2012,149,1917000,460000,1294000,163000,12866,3087,8685,1094,1074000,Regular local school district,"Rural, remote",1188,164,38,0.23170731707317074,0,NA,0
PRAIRIE CITY SD 4,4110110,2011-2012,2011,151,1922000,493000,1289000,140000,12728,3265,8536,927,1321000,Regular local school district,"Rural, remote",1203,167,66,0.39520958083832336,0,NA,0
PRAIRIE CITY SD 4,4110110,2010-2011,2010,157,2097000,478000,1135000,484000,13357,3045,7229,3083,1354000,Regular local school district,"Rural, remote",1211,176,62,0.3522727272727273,0,NA,0
PROSPECT SD 59,4110200,2021-2022,2021,220,4505000,725000,3393000,387000,20477,3295,15423,1759,2114000,Charter agency,"Rural, distant",977,128,33,0.2578125,0,2014,1
PROSPECT SD 59,4110200,2020-2021,2020,198,4085000,961000,2799000,325000,20631,4854,14136,1641,1956000,Charter agency,"Rural, distant",1054,124,31,0.25,1,2014,1
PROSPECT SD 59,4110200,2019-2020,2019,213,5057000,671000,4195000,191000,23742,3150,19695,897,2062000,Charter agency,"Rural, distant",1049,124,32,0.25806451612903225,1,2014,1
PROSPECT SD 59,4110200,2018-2019,2018,226,3905000,637000,3012000,256000,17279,2819,13327,1133,1927000,Charter agency,"Rural, distant",1043,123,27,0.21951219512195122,1,2014,1
PROSPECT SD 59,4110200,2017-2018,2017,228,3586000,625000,2749000,212000,15728,2741,12057,930,1789000,Charter agency,"Rural, distant",1033,122,25,0.20491803278688525,1,2014,1
PROSPECT SD 59,4110200,2016-2017,2016,233,3377000,574000,2575000,228000,14494,2464,11052,979,1697000,Charter agency,"Rural, distant",1028,121,26,0.21487603305785125,1,2014,1
PROSPECT SD 59,4110200,2015-2016,2015,232,3111000,618000,2240000,253000,13409,2664,9655,1091,1765000,Charter agency,"Rural, distant",1009,120,28,0.23333333333333334,1,2014,1
PROSPECT SD 59,4110200,2014-2015,2014,243,3276000,621000,2443000,212000,13481,2556,10053,872,1731000,Charter agency,"Rural, distant",999,119,28,0.23529411764705882,1,2014,1
PROSPECT SD 59,4110200,2013-2014,2013,221,3170000,653000,2337000,180000,14344,2955,10575,814,1849000,Charter agency,"Rural, distant",990,120,31,0.25833333333333336,0,2014,1
PROSPECT SD 59,4110200,2012-2013,2012,253,6932000,2676000,4077000,179000,27399,10577,16115,708,3136000,Charter agency,"Rural, distant",980,120,35,0.2916666666666667,0,2014,1
PROSPECT SD 59,4110200,2011-2012,2011,254,5244000,650000,4429000,165000,20646,2559,17437,650,3144000,Charter agency,"Rural, remote",973,120,27,0.225,0,2014,1
PROSPECT SD 59,4110200,2010-2011,2010,225,2795000,577000,1803000,415000,12422,2564,8013,1844,1732000,Charter agency,"Rural, remote",966,120,20,0.16666666666666666,0,2014,1
RAINIER SD 13,4103265,2021-2022,2021,850,14059000,4850000,7231000,1978000,16540,5706,8507,2327,7006000,Regular local school district,"Rural, fringe",7667,1167,165,0.14138817480719795,0,NA,0
RAINIER SD 13,4103265,2020-2021,2020,857,12387000,4567000,6342000,1478000,14454,5329,7400,1725,6213000,Regular local school district,"Rural, fringe",7921,1149,127,0.11053089643167972,0,NA,0
RAINIER SD 13,4103265,2019-2020,2019,920,11820000,4820000,5811000,1189000,12848,5239,6316,1292,6420000,Regular local school district,"Rural, fringe",7851,1147,138,0.12031386224934612,0,NA,0
RAINIER SD 13,4103265,2018-2019,2018,899,13878000,5083000,7942000,853000,15437,5654,8834,949,6225000,Regular local school district,"Rural, fringe",7853,1164,176,0.15120274914089346,0,NA,0
RAINIER SD 13,4103265,2017-2018,2017,939,12126000,4566000,6723000,837000,12914,4863,7160,891,5786000,Regular local school district,"Rural, fringe",7770,1174,210,0.1788756388415673,0,NA,0
RAINIER SD 13,4103265,2016-2017,2016,949,10288000,4339000,5179000,770000,10841,4572,5457,811,5203000,Regular local school district,"Rural, fringe",7623,1169,143,0.1223267750213858,0,NA,0
RAINIER SD 13,4103265,2015-2016,2015,979,10543000,4423000,5289000,831000,10769,4518,5402,849,4817000,Regular local school district,"Rural, fringe",7445,1183,173,0.14623837700760778,0,NA,0
RAINIER SD 13,4103265,2014-2015,2014,967,10462000,4126000,5438000,898000,10819,4267,5624,929,5244000,Regular local school district,"Rural, fringe",7423,1206,149,0.12354892205638475,0,NA,0
RAINIER SD 13,4103265,2013-2014,2013,1010,10351000,4311000,5151000,889000,10249,4268,5100,880,5100000,Regular local school district,"Rural, fringe",7406,1218,137,0.11247947454844007,0,NA,0
RAINIER SD 13,4103265,2012-2013,2012,1007,10090000,3972000,5016000,1102000,10020,3944,4981,1094,5355000,Regular local school district,"Rural, fringe",7396,1220,205,0.1680327868852459,0,NA,0
RAINIER SD 13,4103265,2011-2012,2011,1068,9902000,4004000,5009000,889000,9272,3749,4690,832,5323000,Regular local school district,"Rural, fringe",7414,1240,172,0.13870967741935483,0,NA,0
RAINIER SD 13,4103265,2010-2011,2010,1064,9674000,3824000,4615000,1235000,9092,3594,4337,1161,5396000,Regular local school district,"Rural, fringe",7404,1246,167,0.13402889245585875,0,NA,0
REDMOND SD 2J,4110350,2021-2022,2021,7067,118578000,47212000,56893000,14473000,16779,6681,8051,2048,52996000,Regular local school district,"Town, distant",57925,8615,976,0.11329077190946024,0,2014,0
REDMOND SD 2J,4110350,2020-2021,2020,7070,108400000,46676000,53247000,8477000,15332,6602,7531,1199,45936000,Regular local school district,"Town, distant",57820,8894,820,0.09219698673262874,1,2014,0
REDMOND SD 2J,4110350,2019-2020,2019,7470,100315000,44003000,51247000,5065000,13429,5891,6860,678,45529000,Regular local school district,"Town, distant",56683,8781,974,0.1109213073681813,1,2014,0
REDMOND SD 2J,4110350,2018-2019,2018,7540,99047000,44184000,49359000,5504000,13161,5871,6558,731,44046000,Regular local school district,"Town, distant",55090,8675,932,0.10743515850144092,1,2014,0
REDMOND SD 2J,4110350,2017-2018,2017,7481,94136000,39215000,48706000,6215000,12583,5242,6511,831,41647000,Regular local school district,"Town, distant",53653,8580,1197,0.1395104895104895,1,2014,0
REDMOND SD 2J,4110350,2016-2017,2016,7387,86615000,37134000,43717000,5764000,11725,5027,5918,780,39619000,Regular local school district,"Town, distant",52064,8414,1370,0.16282386498692655,1,2014,0
REDMOND SD 2J,4110350,2015-2016,2015,7364,84287000,34739000,43269000,6279000,11446,4717,5876,853,39236000,Regular local school district,"Town, distant",50376,8347,1881,0.2253504253025039,1,2014,0
REDMOND SD 2J,4110350,2014-2015,2014,7347,80679000,33551000,41314000,5814000,11008,4578,5637,793,36154000,Regular local school district,"Town, distant",48993,8232,1975,0.23991739552964042,1,2014,0
REDMOND SD 2J,4110350,2013-2014,2013,7117,73306000,31325000,36834000,5147000,10300,4401,5175,723,34584000,Regular local school district,"Town, distant",47657,8197,2048,0.2498475051848237,0,2014,0
REDMOND SD 2J,4110350,2012-2013,2012,7084,73908000,31854000,37226000,4828000,10433,4497,5255,682,31628000,Regular local school district,"Town, distant",46741,8098,2239,0.2764880217337614,0,2014,0
REDMOND SD 2J,4110350,2011-2012,2011,7047,66423000,30136000,31861000,4426000,9426,4276,4521,628,31191000,Regular local school district,"Town, distant",46219,8086,1981,0.24499134306208262,0,2014,0
REDMOND SD 2J,4110350,2010-2011,2010,7005,66819000,31427000,28373000,7019000,9539,4486,4050,1002,33022000,Regular local school district,"Town, distant",45545,8021,1715,0.21381373893529484,0,2014,0
REEDSPORT SD 105,4110410,2021-2022,2021,593,12862000,3159000,7289000,2414000,21690,5327,12292,4071,5872000,Charter agency,"Town, remote",6089,768,191,0.24869791666666666,0,2014,1
REEDSPORT SD 105,4110410,2020-2021,2020,568,11456000,4095000,5760000,1601000,20169,7210,10141,2819,3539000,Regular local school district,"Town, remote",5989,690,135,0.1956521739130435,1,2014,1
REEDSPORT SD 105,4110410,2019-2020,2019,628,12627000,4103000,7182000,1342000,20107,6533,11436,2137,3761000,Regular local school district,"Town, remote",5968,684,133,0.19444444444444445,1,2014,1
REEDSPORT SD 105,4110410,2018-2019,2018,686,12978000,3860000,7838000,1280000,18918,5627,11426,1866,3619000,Regular local school district,"Town, remote",5929,680,160,0.23529411764705882,1,2014,1
REEDSPORT SD 105,4110410,2017-2018,2017,688,11564000,3656000,6385000,1523000,16808,5314,9281,2214,3645000,Regular local school district,"Town, remote",5884,672,173,0.25744047619047616,1,2014,1
REEDSPORT SD 105,4110410,2016-2017,2016,701,9964000,3721000,5291000,952000,14214,5308,7548,1358,3047000,Regular local school district,"Town, remote",5831,663,182,0.27450980392156865,1,2014,1
REEDSPORT SD 105,4110410,2015-2016,2015,655,9482000,3718000,4656000,1108000,14476,5676,7108,1692,2341000,Regular local school district,"Town, remote",5790,672,194,0.28869047619047616,1,2014,1
REEDSPORT SD 105,4110410,2014-2015,2014,631,8563000,3529000,3936000,1098000,13592,5602,6248,1743,2232000,Regular local school district,"Town, remote",5752,671,196,0.29210134128166915,1,2014,1
REEDSPORT SD 105,4110410,2013-2014,2013,614,7385000,3127000,3339000,919000,12028,5093,5438,1497,2066000,Regular local school district,"Town, remote",5750,673,178,0.26448736998514116,0,2014,1
REEDSPORT SD 105,4110410,2012-2013,2012,600,7118000,2939000,3146000,1033000,11863,4898,5243,1722,2090000,Regular local school district,"Town, remote",5762,686,221,0.32215743440233235,0,2014,1
REEDSPORT SD 105,4110410,2011-2012,2011,653,7568000,3142000,3469000,957000,11590,4812,5312,1466,1888000,Regular local school district,"Town, remote",5779,695,194,0.27913669064748203,0,2014,1
REEDSPORT SD 105,4110410,2010-2011,2010,650,7748000,2993000,3262000,1493000,11920,4605,5018,2297,1949000,Regular local school district,"Town, remote",5787,714,199,0.27871148459383754,0,2014,1
REYNOLDS SD 7,4110520,2021-2022,2021,10010,193598000,45783000,123553000,24262000,19340,4574,12343,2424,79158000,Regular local school district,"Suburb, large",76023,13000,2249,0.173,0,2014,0
REYNOLDS SD 7,4110520,2020-2021,2020,10560,168901000,44283000,110069000,14549000,15994,4193,10423,1378,79844000,Regular local school district,"Suburb, large",79651,13672,2046,0.14964891749561146,1,2014,0
REYNOLDS SD 7,4110520,2019-2020,2019,11071,159719000,43464000,103727000,12528000,14427,3926,9369,1132,77466000,Regular local school district,"Suburb, large",79379,13801,2680,0.1941888268966017,1,2014,0
REYNOLDS SD 7,4110520,2018-2019,2018,11122,164200000,46577000,103418000,14205000,14773,4190,9304,1278,74092000,Regular local school district,"Suburb, large",79289,13912,2504,0.1799884991374353,1,2014,0
REYNOLDS SD 7,4110520,2017-2018,2017,11352,157566000,44267000,98829000,14470000,13880,3899,8706,1275,72115000,Regular local school district,"Suburb, large",78866,13949,3116,0.22338518890243028,1,2014,0
REYNOLDS SD 7,4110520,2016-2017,2016,11608,147852000,43530000,90499000,13823000,12737,3750,7796,1191,70976000,Regular local school district,"Suburb, large",78103,13843,3570,0.25789207541717835,1,2014,0
REYNOLDS SD 7,4110520,2015-2016,2015,11602,144340000,39982000,89502000,14856000,12441,3446,7714,1280,71133000,Regular local school district,"Suburb, large",77178,13802,3386,0.2453267642370671,1,2014,0
REYNOLDS SD 7,4110520,2014-2015,2014,11750,134684000,36496000,83521000,14667000,11480,3111,7119,1250,65992000,Regular local school district,"Suburb, large",75839,13710,3864,0.2818380743982494,1,2014,0
REYNOLDS SD 7,4110520,2013-2014,2013,11737,128516000,34655000,80200000,13661000,10950,2953,6833,1164,63513000,Regular local school district,"Suburb, large",74807,13614,4067,0.2987365946819451,0,2014,0
REYNOLDS SD 7,4110520,2012-2013,2012,11415,116531000,33788000,70391000,12352000,10209,2960,6167,1082,59756000,Regular local school district,"Suburb, large",74134,13646,4320,0.31657628609116223,0,2014,0
REYNOLDS SD 7,4110520,2011-2012,2011,11606,111663000,29422000,69576000,12665000,9621,2535,5995,1091,56734000,Regular local school district,"Suburb, large",73038,13436,4952,0.36856207204525154,0,2014,0
REYNOLDS SD 7,4110520,2010-2011,2010,11375,113588000,29541000,63403000,20644000,9986,2597,5574,1815,57737000,Regular local school district,"Suburb, large",72047,13361,4220,0.31584462240850236,0,2014,0
RIDDLE SD 70,4110530,2021-2022,2021,352,7532000,1389000,5390000,753000,21398,3946,15313,2139,3549000,Regular local school district,"Town, distant",2531,382,84,0.2198952879581152,0,NA,0
RIDDLE SD 70,4110530,2020-2021,2020,367,6112000,1372000,4257000,483000,16654,3738,11599,1316,3475000,Regular local school district,"Town, distant",2522,378,75,0.1984126984126984,0,NA,0
RIDDLE SD 70,4110530,2019-2020,2019,398,7580000,1398000,5791000,391000,19045,3513,14550,982,3189000,Regular local school district,"Town, distant",2514,374,85,0.22727272727272727,0,NA,0
RIDDLE SD 70,4110530,2018-2019,2018,400,7565000,1458000,5605000,502000,18913,3645,14013,1255,3115000,Regular local school district,"Town, distant",2498,373,98,0.26273458445040215,0,NA,0
RIDDLE SD 70,4110530,2017-2018,2017,393,5586000,1467000,3609000,510000,14214,3733,9183,1298,2956000,Regular local school district,"Town, distant",2478,369,104,0.28184281842818426,0,NA,0
RIDDLE SD 70,4110530,2016-2017,2016,389,5020000,1400000,3214000,406000,12905,3599,8262,1044,3246000,Regular local school district,"Town, distant",2457,364,100,0.27472527472527475,0,NA,0
RIDDLE SD 70,4110530,2015-2016,2015,401,4597000,1094000,2987000,516000,11464,2728,7449,1287,2805000,Regular local school district,"Town, distant",2439,369,104,0.28184281842818426,0,NA,0
RIDDLE SD 70,4110530,2014-2015,2014,384,4953000,1058000,3373000,522000,12898,2755,8784,1359,2632000,Regular local school district,"Town, distant",2423,368,127,0.3451086956521739,0,NA,0
RIDDLE SD 70,4110530,2013-2014,2013,377,4080000,1057000,2562000,461000,10822,2804,6796,1223,2324000,Regular local school district,"Town, remote",2423,369,121,0.32791327913279134,0,NA,0
RIDDLE SD 70,4110530,2012-2013,2012,416,4105000,1008000,2597000,500000,9868,2423,6243,1202,2036000,Regular local school district,"Town, remote",2428,376,139,0.3696808510638298,0,NA,0
RIDDLE SD 70,4110530,2011-2012,2011,394,4009000,992000,2448000,569000,10175,2518,6213,1444,1961000,Regular local school district,"Town, remote",2435,381,106,0.2782152230971129,0,NA,0
RIDDLE SD 70,4110530,2010-2011,2010,406,3726000,997000,2151000,578000,9177,2456,5298,1424,2472000,Regular local school district,"Town, remote",2438,392,121,0.3086734693877551,0,NA,0
RIVERDALE SD 51J,4110560,2021-2022,2021,563,12348000,8089000,4002000,257000,21933,14368,7108,456,6526000,Regular local school district,"Suburb, large",3160,501,12,0.023952095808383235,0,NA,0
RIVERDALE SD 51J,4110560,2020-2021,2020,601,12305000,8066000,3962000,277000,20474,13421,6592,461,6770000,Regular local school district,"Suburb, large",3142,456,15,0.03289473684210526,0,NA,0
RIVERDALE SD 51J,4110560,2019-2020,2019,648,12172000,8311000,3670000,191000,18784,12826,5664,295,6467000,Regular local school district,"Suburb, large",3131,460,22,0.04782608695652174,0,NA,0
RIVERDALE SD 51J,4110560,2018-2019,2018,637,11955000,8389000,3540000,26000,18768,13170,5557,41,6062000,Regular local school district,"Suburb, large",3126,464,21,0.04525862068965517,0,NA,0
RIVERDALE SD 51J,4110560,2017-2018,2017,635,11419000,7945000,3269000,205000,17983,12512,5148,323,6469000,Regular local school district,"Suburb, large",3110,465,27,0.05806451612903226,0,NA,0
RIVERDALE SD 51J,4110560,2016-2017,2016,628,10233000,7372000,2794000,67000,16295,11739,4449,107,5765000,Regular local school district,"Suburb, large",3080,462,32,0.06926406926406926,0,NA,0
RIVERDALE SD 51J,4110560,2015-2016,2015,601,9868000,7499000,2310000,59000,16419,12478,3844,98,5510000,Regular local school district,"Suburb, large",3043,460,28,0.06086956521739131,0,NA,0
RIVERDALE SD 51J,4110560,2014-2015,2014,588,9836000,7729000,2042000,65000,16728,13145,3473,111,5341000,Regular local school district,"Suburb, large",2990,457,32,0.0700218818380744,0,NA,0
RIVERDALE SD 51J,4110560,2013-2014,2013,586,9964000,7825000,2069000,70000,17003,13353,3531,119,4780000,Regular local school district,"Suburb, large",2949,454,36,0.07929515418502203,0,NA,0
RIVERDALE SD 51J,4110560,2012-2013,2012,567,8902000,7645000,1189000,68000,15700,13483,2097,120,4389000,Regular local school district,"Suburb, large",2922,455,45,0.0989010989010989,0,NA,0
RIVERDALE SD 51J,4110560,2011-2012,2011,579,9674000,7891000,1706000,77000,16708,13629,2946,133,4105000,Regular local school district,"Suburb, large",2880,448,41,0.09151785714285714,0,NA,0
RIVERDALE SD 51J,4110560,2010-2011,2010,566,9380000,6877000,2112000,391000,16572,12150,3731,691,4332000,Regular local school district,"Suburb, large",2841,446,44,0.09865470852017937,0,NA,0
ROGUE RIVER SD 35,4110680,2021-2022,2021,1045,17823000,4879000,10062000,2882000,17056,4669,9629,2758,8355000,Regular local school district,"Suburb, small",10045,1206,209,0.17330016583747926,0,NA,0
ROGUE RIVER SD 35,4110680,2020-2021,2020,1070,15574000,4792000,9093000,1689000,14555,4479,8498,1579,7259000,Regular local school district,"Suburb, small",10134,1208,168,0.1390728476821192,0,NA,0
ROGUE RIVER SD 35,4110680,2019-2020,2019,1102,14769000,4621000,9013000,1135000,13402,4193,8179,1030,6602000,Regular local school district,"Suburb, small",10093,1201,209,0.1740216486261449,0,NA,0
ROGUE RIVER SD 35,4110680,2018-2019,2018,1018,13444000,4724000,7434000,1286000,13219,4645,7310,1265,5763000,Regular local school district,"Suburb, small",10028,1193,195,0.16345347862531434,0,NA,0
ROGUE RIVER SD 35,4110680,2017-2018,2017,961,14284000,4269000,8935000,1080000,14864,4442,9298,1124,5505000,Regular local school district,"Suburb, small",9933,1182,214,0.18104906937394247,0,NA,0
ROGUE RIVER SD 35,4110680,2016-2017,2016,991,12122000,3968000,7163000,991000,12232,4004,7228,1000,5442000,Regular local school district,"Suburb, small",9892,1176,230,0.195578231292517,0,NA,0
ROGUE RIVER SD 35,4110680,2015-2016,2015,925,11655000,4006000,6658000,991000,12600,4331,7198,1071,4828000,Regular local school district,"Suburb, small",9711,1167,382,0.3273350471293916,0,NA,0
ROGUE RIVER SD 35,4110680,2014-2015,2014,888,10096000,3897000,5267000,932000,11369,4389,5931,1050,4652000,Regular local school district,"Suburb, small",9606,1160,381,0.328448275862069,0,NA,0
ROGUE RIVER SD 35,4110680,2013-2014,2013,921,11016000,3845000,6287000,884000,11961,4175,6826,960,4291000,Regular local school district,"Suburb, small",9527,1165,332,0.2849785407725322,0,NA,0
ROGUE RIVER SD 35,4110680,2012-2013,2012,907,10048000,3385000,5527000,1136000,11078,3732,6094,1252,4304000,Regular local school district,"Suburb, small",9429,1163,310,0.26655202063628547,0,NA,0
ROGUE RIVER SD 35,4110680,2011-2012,2011,932,9467000,3605000,4865000,997000,10158,3868,5220,1070,4172000,Regular local school district,"Town, distant",9357,1163,259,0.2226999140154772,0,NA,0
ROGUE RIVER SD 35,4110680,2010-2011,2010,963,9927000,3649000,4556000,1722000,10308,3789,4731,1788,5214000,Regular local school district,"Town, distant",9295,1165,221,0.18969957081545064,0,NA,0
SALEM-KEIZER SD 24J,4110820,2021-2022,2021,39507,714131000,194163000,438089000,81879000,18076,4915,11089,2073,377043000,Regular local school district,"City, midsize",271725,47619,6889,0.14466914466914466,0,2014,0
SALEM-KEIZER SD 24J,4110820,2020-2021,2020,39906,655796000,173075000,425004000,57717000,16434,4337,10650,1446,332090000,Regular local school district,"City, midsize",270112,46842,7057,0.1506553947312241,1,2014,0
SALEM-KEIZER SD 24J,4110820,2019-2020,2019,41792,597518000,181062000,377933000,38523000,14297,4332,9043,922,319975000,Regular local school district,"City, midsize",268560,46778,6205,0.1326478259010646,0,2014,0
SALEM-KEIZER SD 24J,4110820,2018-2019,2018,41920,599263000,187854000,368029000,43380000,14322,4490,8796,1037,316223000,Regular local school district,"City, midsize",267603,46896,7502,0.15997099965881953,0,2014,0
SALEM-KEIZER SD 24J,4110820,2017-2018,2017,41945,555980000,154899000,355337000,45744000,13255,3693,8471,1091,304311000,Regular local school district,"City, midsize",263229,46747,8112,0.1735298521830278,0,2014,0
SALEM-KEIZER SD 24J,4110820,2016-2017,2016,41756,499752000,132984000,325325000,41443000,11968,3185,7791,993,286053000,Regular local school district,"City, midsize",259173,46267,7592,0.16409103680809217,1,2014,0
SALEM-KEIZER SD 24J,4110820,2015-2016,2015,41120,498516000,137067000,319424000,42025000,12123,3333,7768,1022,272192000,Regular local school district,"City, midsize",254455,45887,9027,0.19672238324579946,1,2014,0
SALEM-KEIZER SD 24J,4110820,2014-2015,2014,40804,478744000,129389000,304166000,45189000,11760,3178,7472,1110,252012000,Regular local school district,"City, midsize",250785,45634,9605,0.21047902879432,1,2014,0
SALEM-KEIZER SD 24J,4110820,2013-2014,2013,40565,441397000,127294000,274478000,39625000,10881,3138,6766,977,240162000,Regular local school district,"City, midsize",248672,45414,11476,0.2526974060862289,0,2014,0
SALEM-KEIZER SD 24J,4110820,2012-2013,2012,40360,410239000,123982000,246214000,40043000,10164,3072,6100,992,224888000,Regular local school district,"City, midsize",246040,45357,10879,0.23985272394558724,0,2014,0
SALEM-KEIZER SD 24J,4110820,2011-2012,2011,40756,407544000,116821000,248020000,42703000,10000,2866,6085,1048,227468000,Regular local school district,"City, midsize",245146,45269,12572,0.27771764342044225,0,2014,0
SALEM-KEIZER SD 24J,4110820,2010-2011,2010,40403,399928000,113407000,226956000,59565000,9898,2807,5617,1474,228116000,Regular local school district,"City, midsize",243122,44915,10434,0.23230546587999554,0,2014,0
SANTIAM CANYON SD 129J,4108100,2021-2022,2021,3222,42062000,5165000,34962000,1935000,13055,1603,10851,601,6489000,Regular local school district,"Rural, distant",4394,705,141,0.2,0,NA,0
SANTIAM CANYON SD 129J,4108100,2020-2021,2020,5231,64279000,7705000,55108000,1466000,12288,1473,10535,280,5099000,Regular local school district,"Rural, distant",4477,714,98,0.13725490196078433,0,NA,0
SANTIAM CANYON SD 129J,4108100,2019-2020,2019,4454,51997000,6032000,45049000,916000,11674,1354,10114,206,5350000,Regular local school district,"Rural, distant",4443,713,86,0.12061711079943899,0,NA,0
SANTIAM CANYON SD 129J,4108100,2018-2019,2018,4453,48112000,4136000,43015000,961000,10804,929,9660,216,4838000,Regular local school district,"Rural, distant",4387,709,111,0.15655853314527504,0,NA,0
SANTIAM CANYON SD 129J,4108100,2017-2018,2017,4296,45864000,3925000,41124000,815000,10676,914,9573,190,4322000,Regular local school district,"Rural, distant",4312,706,100,0.141643059490085,0,NA,0
SANTIAM CANYON SD 129J,4108100,2016-2017,2016,4330,41654000,3828000,36886000,940000,9620,884,8519,217,4232000,Regular local school district,"Rural, distant",4242,701,107,0.15263908701854492,0,NA,0
SANTIAM CANYON SD 129J,4108100,2015-2016,2015,4313,35480000,3470000,31699000,311000,8226,805,7350,72,3393000,Regular local school district,"Rural, distant",4166,695,111,0.15971223021582734,0,NA,0
SANTIAM CANYON SD 129J,4108100,2014-2015,2014,541,6021000,1980000,3468000,573000,11129,3660,6410,1059,3251000,Regular local school district,"Rural, distant",4118,692,105,0.15173410404624277,0,NA,0
SANTIAM CANYON SD 129J,4108100,2013-2014,2013,549,5696000,2003000,3068000,625000,10375,3648,5588,1138,3125000,Regular local school district,"Rural, distant",4093,693,106,0.15295815295815296,0,NA,0
SANTIAM CANYON SD 129J,4108100,2012-2013,2012,535,5799000,1766000,3448000,585000,10839,3301,6445,1093,2845000,Regular local school district,"Rural, distant",4066,694,153,0.22046109510086456,0,NA,0
SANTIAM CANYON SD 129J,4108100,2011-2012,2011,545,5394000,1821000,2877000,696000,9897,3341,5279,1277,3261000,Regular local school district,"Rural, distant",4056,695,153,0.22014388489208633,0,NA,0
SANTIAM CANYON SD 129J,4108100,2010-2011,2010,595,5991000,1883000,3063000,1045000,10069,3165,5148,1756,3438000,Regular local school district,"Rural, distant",4017,691,189,0.2735166425470333,0,NA,0
SCAPPOOSE SD 1J,4110980,2021-2022,2021,2174,34317000,14090000,17266000,2961000,15785,6481,7942,1362,16241000,Regular local school district,"Town, fringe",16183,2458,208,0.08462164361269324,0,NA,0
SCAPPOOSE SD 1J,4110980,2020-2021,2020,2128,30718000,13321000,15788000,1609000,14435,6260,7419,756,13739000,Regular local school district,"Town, fringe",15609,2224,155,0.06969424460431654,0,NA,0
SCAPPOOSE SD 1J,4110980,2019-2020,2019,2410,29064000,13126000,14942000,996000,12060,5446,6200,413,13986000,Regular local school district,"Town, fringe",15456,2221,166,0.07474110760918505,0,NA,0
SCAPPOOSE SD 1J,4110980,2018-2019,2018,2429,29457000,13188000,15149000,1120000,12152,5441,6250,462,13876000,Regular local school district,"Town, fringe",15442,2249,182,0.08092485549132948,0,NA,0
SCAPPOOSE SD 1J,4110980,2017-2018,2017,2399,27562000,12097000,14415000,1050000,11489,5043,6009,438,13424000,Regular local school district,"Town, fringe",15271,2265,217,0.09580573951434879,0,NA,0
SCAPPOOSE SD 1J,4110980,2016-2017,2016,2444,26415000,12045000,13368000,1002000,10808,4928,5470,410,12368000,Regular local school district,"Town, fringe",14985,2252,194,0.08614564831261101,0,NA,0
SCAPPOOSE SD 1J,4110980,2015-2016,2015,2424,25695000,10993000,13750000,952000,10600,4535,5672,393,12190000,Regular local school district,"Town, fringe",14652,2276,238,0.10456942003514938,0,NA,0
SCAPPOOSE SD 1J,4110980,2014-2015,2014,2315,22247000,10189000,11153000,905000,9647,4418,4837,392,11703000,Regular local school district,"Town, fringe",14585,2316,296,0.12780656303972365,0,NA,0
SCAPPOOSE SD 1J,4110980,2013-2014,2013,2300,21883000,10220000,10630000,1033000,9514,4443,4622,449,10761000,Regular local school district,"Town, fringe",14537,2337,293,0.12537441163885324,0,NA,0
SCAPPOOSE SD 1J,4110980,2012-2013,2012,2289,21051000,9998000,9994000,1059000,9197,4368,4366,463,10179000,Regular local school district,"Town, fringe",14510,2340,374,0.15982905982905982,0,NA,0
SCAPPOOSE SD 1J,4110980,2011-2012,2011,2326,20224000,10113000,8974000,1137000,8695,4348,3858,489,10008000,Regular local school district,"Town, distant",14522,2375,304,0.128,0,NA,0
SCAPPOOSE SD 1J,4110980,2010-2011,2010,2257,20029000,9401000,9229000,1399000,8874,4165,4089,620,10434000,Regular local school district,"Town, distant",14488,2385,305,0.1278825995807128,0,NA,0
SCIO SD 95,4111040,2021-2022,2021,1892,25319000,1910000,21749000,1660000,13382,1010,11495,877,4594000,Regular local school district,"Rural, distant",4242,757,88,0.11624834874504623,0,NA,0
SCIO SD 95,4111040,2020-2021,2020,2838,30939000,2070000,27707000,1162000,10902,729,9763,409,22317000,Regular local school district,"Rural, distant",4449,768,62,0.08072916666666667,0,NA,0
SCIO SD 95,4111040,2019-2020,2019,863,11122000,2051000,8554000,517000,12888,2377,9912,599,4513000,Regular local school district,"Rural, distant",4405,767,89,0.11603650586701435,0,NA,0
SCIO SD 95,4111040,2018-2019,2018,785,9441000,2122000,6554000,765000,12027,2703,8349,975,4117000,Regular local school district,"Rural, distant",4323,759,106,0.13965744400527008,0,NA,0
SCIO SD 95,4111040,2017-2018,2017,785,9503000,2229000,6796000,478000,12106,2839,8657,609,4106000,Regular local school district,"Rural, distant",4245,755,84,0.11125827814569536,0,NA,0
