agency_name,agency_id_nces_assigned_district_latest_available_year,school_year,year,total_students_all_grades_excludes_ae_district,total_revenue_totalrev_district_finance,total_revenue_local_sources_tlocrev_district_finance,total_revenue_state_sources_tstrev_district_finance,total_revenue_federal_sources_tfedrev_district_finance,total_revenue_totalrev_per_pupil_v33_district_finance,total_revenue_local_sources_tlocrev_per_pupil_v33_district_finance,total_revenue_state_sources_tstrev_per_pupil_v33_district_finance,total_revenue_federal_sources_tfedrev_per_pupil_v33_district_finance,total_current_expenditures_instruction_tcurinst_district_finance,agency_type,urban_centric_locale,est_population_total,est_population_5_17,est_population_5_17_poverty,share_child_poverty,CEP_treat,first_treat_year,All_sites
ADEL SD 21,4100990,2021-2022,2021,13,509000,192000,292000,25000,39154,14769,22462,1923,173000,Regular local school district,"Rural, remote",84,5,0,0,0,NA,0
ADEL SD 21,4100990,2020-2021,2020,25,601000,220000,270000,111000,24040,8800,10800,4440,157000,Regular local school district,"Rural, remote",98,14,2,0.14285714285714285,0,NA,0
ADEL SD 21,4100990,2019-2020,2019,12,367000,221000,117000,29000,30583,18417,9750,2417,157000,Regular local school district,"Rural, remote",97,14,2,0.14285714285714285,0,NA,0
ADEL SD 21,4100990,2018-2019,2018,11,345000,222000,101000,22000,31364,20182,9182,2000,142000,Regular local school district,"Rural, remote",97,13,2,0.15384615384615385,0,NA,0
ADEL SD 21,4100990,2017-2018,2017,10,321000,248000,43000,30000,32100,24800,4300,3000,162000,Regular local school district,"Rural, remote",97,13,2,0.15384615384615385,0,NA,0
ADEL SD 21,4100990,2016-2017,2016,7,359000,263000,69000,27000,51286,37571,9857,3857,146000,Regular local school district,"Rural, remote",96,13,3,0.23076923076923078,0,NA,0
ADEL SD 21,4100990,2015-2016,2015,13,364000,247000,79000,38000,28000,19000,6077,2923,137000,Regular local school district,"Rural, remote",96,13,2,0.15384615384615385,0,NA,0
ADEL SD 21,4100990,2014-2015,2014,13,322000,241000,47000,34000,24769,18538,3615,2615,137000,Regular local school district,"Rural, remote",96,13,3,0.23076923076923078,0,NA,0
ADEL SD 21,4100990,2013-2014,2013,13,301000,243000,22000,36000,23154,18692,1692,2769,127000,Regular local school district,"Rural, remote",96,13,3,0.23076923076923078,0,NA,0
ADEL SD 21,4100990,2012-2013,2012,14,303000,259000,5000,39000,21643,18500,357,2786,120000,Regular local school district,"Rural, remote",95,13,3,0.23076923076923078,0,NA,0
ADEL SD 21,4100990,2011-2012,2011,15,301000,215000,73000,13000,20067,14333,4867,867,111000,Regular local school district,"Rural, remote",97,13,4,0.3076923076923077,0,NA,0
ADEL SD 21,4100990,2010-2011,2010,4,279000,56000,181000,42000,69750,14000,45250,10500,122000,Regular local school district,"Rural, remote",97,14,5,0.35714285714285715,0,NA,0
ADRIAN SD 61,4101020,2021-2022,2021,263,5712000,901000,4417000,394000,21719,3426,16795,1498,2963000,Regular local school district,"Rural, distant",1281,231,39,0.16883116883116883,0,NA,0
ADRIAN SD 61,4101020,2020-2021,2020,254,5475000,699000,4235000,541000,21555,2752,16673,2130,2728000,Regular local school district,"Rural, distant",1240,229,30,0.13100436681222707,0,NA,0
ADRIAN SD 61,4101020,2019-2020,2019,292,5154000,861000,3980000,313000,17651,2949,13630,1072,2587000,Regular local school district,"Rural, distant",1223,225,46,0.20444444444444446,0,NA,0
ADRIAN SD 61,4101020,2018-2019,2018,295,4919000,810000,3893000,216000,16675,2746,13197,732,2443000,Regular local school district,"Rural, distant",1228,224,43,0.19196428571428573,0,NA,0
ADRIAN SD 61,4101020,2017-2018,2017,301,5092000,827000,4038000,227000,16917,2748,13415,754,2474000,Regular local school district,"Rural, distant",1219,217,46,0.2119815668202765,0,NA,0
ADRIAN SD 61,4101020,2016-2017,2016,285,5151000,1047000,3884000,220000,18074,3674,13628,772,2217000,Regular local school district,"Rural, distant",1217,217,50,0.2304147465437788,0,NA,0
ADRIAN SD 61,4101020,2015-2016,2015,279,4037000,662000,3151000,224000,14470,2373,11294,803,2066000,Regular local school district,"Rural, distant",1215,214,42,0.19626168224299065,0,NA,0
ADRIAN SD 61,4101020,2014-2015,2014,266,3856000,685000,2945000,226000,14496,2575,11071,850,1988000,Regular local school district,"Rural, distant",1214,213,54,0.2535211267605634,0,NA,0
ADRIAN SD 61,4101020,2013-2014,2013,235,3247000,639000,2411000,197000,13817,2719,10260,838,1919000,Regular local school district,"Rural, distant",1219,214,47,0.21962616822429906,0,NA,0
ADRIAN SD 61,4101020,2012-2013,2012,231,3243000,646000,2373000,224000,14039,2797,10273,970,1824000,Regular local school district,"Rural, distant",1225,213,45,0.2112676056338028,0,NA,0
ADRIAN SD 61,4101020,2011-2012,2011,251,3257000,625000,2404000,228000,12976,2490,9578,908,1771000,Regular local school district,"Rural, distant",1242,216,51,0.2361111111111111,0,NA,0
ADRIAN SD 61,4101020,2010-2011,2010,245,3295000,625000,2320000,350000,13449,2551,9469,1429,1766000,Regular local school district,"Rural, distant",1252,219,46,0.2100456621004566,0,NA,0
ALSEA SD 7J,4101200,2021-2022,2021,941,12735000,771000,11586000,378000,13533,819,12312,402,6310000,Charter agency,"Rural, distant",1018,168,29,0.17261904761904762,0,2020,1
ALSEA SD 7J,4101200,2020-2021,2020,460,9177000,621000,8176000,380000,19950,1350,17774,826,4607000,Charter agency,"Rural, distant",1114,159,20,0.12578616352201258,1,2020,1
ALSEA SD 7J,4101200,2019-2020,2019,321,6163000,858000,5071000,234000,19199,2673,15798,729,1952000,Charter agency,"Rural, distant",1112,159,25,0.15723270440251572,0,2020,1
ALSEA SD 7J,4101200,2018-2019,2018,226,4276000,616000,3480000,180000,18920,2726,15398,796,1749000,Charter agency,"Rural, distant",1101,158,18,0.11392405063291139,0,2020,1
ALSEA SD 7J,4101200,2017-2018,2017,156,2978000,566000,2249000,163000,19090,3628,14417,1045,1758000,Charter agency,"Rural, distant",1088,159,22,0.13836477987421383,0,2020,1
ALSEA SD 7J,4101200,2016-2017,2016,140,2742000,510000,2109000,123000,19586,3643,15064,879,1506000,Regular local school district,"Rural, distant",1068,156,30,0.19230769230769232,0,2020,1
ALSEA SD 7J,4101200,2015-2016,2015,146,2648000,481000,2038000,129000,18137,3295,13959,884,1452000,Regular local school district,"Rural, distant",1047,157,36,0.22929936305732485,0,2020,1
ALSEA SD 7J,4101200,2014-2015,2014,172,2739000,496000,2150000,93000,15924,2884,12500,541,1436000,Regular local school district,"Rural, distant",1032,155,31,0.2,0,2020,1
ALSEA SD 7J,4101200,2013-2014,2013,153,2446000,431000,1894000,121000,15987,2817,12379,791,1173000,Regular local school district,"Rural, distant",1035,156,25,0.16025641025641027,0,2020,1
ALSEA SD 7J,4101200,2012-2013,2012,144,2156000,424000,1499000,233000,14972,2944,10410,1618,1127000,Regular local school district,"Rural, distant",1033,155,30,0.1935483870967742,0,2020,1
ALSEA SD 7J,4101200,2011-2012,2011,137,1920000,377000,1395000,148000,14015,2752,10182,1080,1035000,Regular local school district,"Rural, distant",1027,156,23,0.14743589743589744,0,2020,1
ALSEA SD 7J,4101200,2010-2011,2010,146,1960000,391000,1359000,210000,13425,2678,9308,1438,1012000,Regular local school district,"Rural, distant",1021,162,21,0.12962962962962962,0,2020,1
AMITY SD 4J,4101230,2021-2022,2021,756,12296000,3230000,7998000,1068000,16265,4272,10579,1413,6832000,Regular local school district,"Rural, distant",4788,847,105,0.12396694214876033,0,NA,0
AMITY SD 4J,4101230,2020-2021,2020,741,12085000,3002000,7992000,1091000,16309,4051,10785,1472,5872000,Regular local school district,"Rural, distant",4806,821,81,0.09866017052375152,0,NA,0
AMITY SD 4J,4101230,2019-2020,2019,832,11398000,3459000,7431000,508000,13700,4157,8931,611,5688000,Regular local school district,"Rural, distant",4773,821,102,0.12423873325213154,0,NA,0
AMITY SD 4J,4101230,2018-2019,2018,845,10734000,3085000,7144000,505000,12703,3651,8454,598,5452000,Regular local school district,"Rural, distant",4764,828,106,0.1280193236714976,0,NA,0
AMITY SD 4J,4101230,2017-2018,2017,888,10672000,2906000,7281000,485000,12018,3273,8199,546,5257000,Regular local school district,"Rural, distant",4704,830,102,0.12289156626506025,0,NA,0
AMITY SD 4J,4101230,2016-2017,2016,876,9673000,2760000,6393000,520000,11042,3151,7298,594,4840000,Regular local school district,"Rural, distant",4663,834,104,0.12470023980815348,0,NA,0
AMITY SD 4J,4101230,2015-2016,2015,874,9476000,2660000,6308000,508000,10842,3043,7217,581,5015000,Regular local school district,"Rural, distant",4554,827,111,0.13422007255139057,0,NA,0
AMITY SD 4J,4101230,2014-2015,2014,900,9429000,2715000,6119000,595000,10477,3017,6799,661,4946000,Regular local school district,"Rural, distant",4510,837,103,0.12305854241338113,0,NA,0
AMITY SD 4J,4101230,2013-2014,2013,917,9069000,2707000,5861000,501000,9890,2952,6391,546,4702000,Regular local school district,"Rural, distant",4461,834,108,0.12949640287769784,0,NA,0
AMITY SD 4J,4101230,2012-2013,2012,907,8532000,2571000,5351000,610000,9407,2835,5900,673,4253000,Regular local school district,"Rural, distant",4440,846,154,0.18203309692671396,0,NA,0
AMITY SD 4J,4101230,2011-2012,2011,870,8250000,2565000,5089000,596000,9483,2948,5849,685,4127000,Regular local school district,"Rural, distant",4428,849,155,0.18256772673733804,0,NA,0
AMITY SD 4J,4101230,2010-2011,2010,839,7977000,2457000,4746000,774000,9508,2928,5657,923,4148000,Regular local school district,"Rural, distant",4401,856,177,0.20677570093457945,0,NA,0
ANNEX SD 29,4101350,2021-2022,2021,99,1960000,234000,1511000,215000,19798,2364,15263,2172,1360000,Charter agency,"Rural, fringe",394,67,14,0.208955223880597,0,2014,1
ANNEX SD 29,4101350,2020-2021,2020,82,2241000,237000,1706000,298000,27329,2890,20805,3634,1352000,Charter agency,"Rural, fringe",425,58,20,0.3448275862068966,1,2014,1
ANNEX SD 29,4101350,2019-2020,2019,94,1968000,258000,1565000,145000,20936,2745,16649,1543,1242000,Charter agency,"Rural, fringe",420,57,16,0.2807017543859649,1,2014,1
ANNEX SD 29,4101350,2018-2019,2018,105,1810000,254000,1460000,96000,17238,2419,13905,914,967000,Charter agency,"Rural, fringe",422,57,20,0.3508771929824561,1,2014,1
ANNEX SD 29,4101350,2017-2018,2017,103,1629000,229000,1302000,98000,15816,2223,12641,951,760000,Charter agency,"Rural, fringe",419,55,13,0.23636363636363636,1,2014,1
ANNEX SD 29,4101350,2016-2017,2016,88,1500000,209000,1201000,90000,17045,2375,13648,1023,552000,Charter agency,"Rural, fringe",418,55,13,0.23636363636363636,0,2014,1
ANNEX SD 29,4101350,2015-2016,2015,92,1374000,185000,1079000,110000,14935,2011,11728,1196,415000,Charter agency,"Rural, fringe",417,54,14,0.25925925925925924,1,2014,1
ANNEX SD 29,4101350,2014-2015,2014,83,1307000,183000,984000,140000,15747,2205,11855,1687,387000,Charter agency,"Rural, fringe",417,54,19,0.35185185185185186,1,2014,1
ANNEX SD 29,4101350,2013-2014,2013,77,937000,165000,563000,209000,12169,2143,7312,2714,318000,Charter agency,"Rural, fringe",419,54,18,0.3333333333333333,0,2014,1
ANNEX SD 29,4101350,2012-2013,2012,80,775000,171000,487000,117000,9688,2138,6088,1463,305000,Charter agency,"Rural, fringe",421,54,20,0.37037037037037035,0,2014,1
ANNEX SD 29,4101350,2011-2012,2011,78,774000,156000,529000,89000,9923,2000,6782,1141,277000,Charter agency,"Rural, fringe",427,55,24,0.43636363636363634,0,2014,1
ANNEX SD 29,4101350,2010-2011,2010,54,782000,161000,456000,165000,14481,2981,8444,3056,285000,Charter agency,"Rural, fringe",430,56,29,0.5178571428571429,0,2014,1
ARLINGTON SD 3,4101470,2021-2022,2021,160,3813000,2942000,520000,351000,23831,18388,3250,2194,2024000,Charter agency,"Rural, remote",927,162,21,0.12962962962962962,0,NA,0
ARLINGTON SD 3,4101470,2020-2021,2020,162,4958000,3289000,1297000,372000,30605,20302,8006,2296,1855000,Charter agency,"Rural, remote",852,150,21,0.14,0,NA,0
ARLINGTON SD 3,4101470,2019-2020,2019,172,3927000,2516000,1234000,177000,22831,14628,7174,1029,1905000,Charter agency,"Rural, remote",825,137,29,0.2116788321167883,0,NA,0
ARLINGTON SD 3,4101470,2018-2019,2018,164,3782000,2628000,989000,165000,23061,16024,6030,1006,1571000,Charter agency,"Rural, remote",816,137,29,0.2116788321167883,0,NA,0
ARLINGTON SD 3,4101470,2017-2018,2017,156,3620000,2467000,962000,191000,23205,15814,6167,1224,1547000,Charter agency,"Rural, remote",799,134,31,0.23134328358208955,0,NA,0
ARLINGTON SD 3,4101470,2016-2017,2016,165,3188000,2382000,712000,94000,19321,14436,4315,570,1508000,Charter agency,"Rural, remote",799,130,38,0.2923076923076923,0,NA,0
ARLINGTON SD 3,4101470,2015-2016,2015,162,2839000,2454000,267000,118000,17525,15148,1648,728,1527000,Charter agency,"Rural, remote",801,120,32,0.26666666666666666,0,NA,0
ARLINGTON SD 3,4101470,2014-2015,2014,137,2749000,2650000,26000,73000,20066,19343,190,533,1427000,Charter agency,"Rural, remote",833,129,39,0.3023255813953488,0,NA,0
ARLINGTON SD 3,4101470,2013-2014,2013,155,2464000,2373000,16000,75000,15897,15310,103,484,1382000,Charter agency,"Rural, remote",840,127,36,0.28346456692913385,0,NA,0
ARLINGTON SD 3,4101470,2012-2013,2012,151,2438000,2358000,15000,65000,16146,15616,99,430,1550000,Charter agency,"Rural, remote",842,135,23,0.17037037037037037,0,NA,0
ARLINGTON SD 3,4101470,2011-2012,2011,132,3542000,3424000,88000,30000,26833,25939,667,227,1683000,Regular local school district,"Rural, remote",835,128,23,0.1796875,0,NA,0
ARLINGTON SD 3,4101470,2010-2011,2010,117,2846000,2740000,42000,64000,24325,23419,359,547,1242000,Regular local school district,"Rural, remote",807,126,23,0.18253968253968253,0,NA,0
AROCK SD 81,4101500,2021-2022,2021,16,562000,105000,435000,22000,35125,6563,27188,1375,217000,Regular local school district,"Rural, remote",151,34,6,0.17647058823529413,0,NA,0
AROCK SD 81,4101500,2020-2021,2020,16,544000,99000,404000,41000,34000,6188,25250,2563,216000,Regular local school district,"Rural, remote",144,26,5,0.19230769230769232,0,NA,0
AROCK SD 81,4101500,2019-2020,2019,17,509000,106000,392000,11000,29941,6235,23059,647,222000,Regular local school district,"Rural, remote",143,26,8,0.3076923076923077,0,NA,0
AROCK SD 81,4101500,2018-2019,2018,21,492000,90000,365000,37000,23429,4286,17381,1762,175000,Regular local school district,"Rural, remote",143,25,11,0.44,0,NA,0
AROCK SD 81,4101500,2017-2018,2017,15,472000,88000,336000,48000,31467,5867,22400,3200,178000,Regular local school district,"Rural, remote",142,25,7,0.28,0,NA,0
AROCK SD 81,4101500,2016-2017,2016,15,427000,83000,326000,18000,28467,5533,21733,1200,154000,Regular local school district,"Rural, remote",142,25,7,0.28,0,NA,0
AROCK SD 81,4101500,2015-2016,2015,12,393000,71000,301000,21000,32750,5917,25083,1750,143000,Regular local school district,"Rural, remote",142,24,8,0.3333333333333333,0,NA,0
AROCK SD 81,4101500,2014-2015,2014,14,391000,81000,297000,13000,27929,5786,21214,929,132000,Regular local school district,"Rural, remote",142,24,9,0.375,0,NA,0
AROCK SD 81,4101500,2013-2014,2013,8,311000,75000,220000,16000,38875,9375,27500,2000,131000,Regular local school district,"Rural, remote",142,24,10,0.4166666666666667,0,NA,0
AROCK SD 81,4101500,2012-2013,2012,10,288000,83000,183000,22000,28800,8300,18300,2200,112000,Regular local school district,"Rural, remote",143,24,10,0.4166666666666667,0,NA,0
AROCK SD 81,4101500,2011-2012,2011,9,624000,377000,237000,10000,69333,41889,26333,1111,79000,Regular local school district,"Rural, remote",145,24,10,0.4166666666666667,0,NA,0
AROCK SD 81,4101500,2010-2011,2010,11,377000,73000,270000,34000,34273,6636,24545,3091,136000,Regular local school district,"Rural, remote",146,25,12,0.48,0,NA,0
ASHLAND SD 5,4101560,2021-2022,2021,2429,57725000,30431000,18334000,8960000,23765,12528,7548,3689,28471000,Regular local school district,"Suburb, midsize",25842,3040,445,0.14638157894736842,0,NA,0
ASHLAND SD 5,4101560,2020-2021,2020,2549,51886000,28252000,20302000,3332000,20355,11084,7965,1307,22564000,Regular local school district,"Suburb, midsize",26518,3174,419,0.13201008191556396,0,NA,0
ASHLAND SD 5,4101560,2019-2020,2019,2842,47606000,30343000,15619000,1644000,16751,10677,5496,578,21877000,Regular local school district,"Suburb, midsize",26409,3155,563,0.17844690966719493,0,NA,0
ASHLAND SD 5,4101560,2018-2019,2018,2966,40325000,25220000,13497000,1608000,13920,8706,4659,555,20234000,Regular local school district,"Suburb, midsize",26246,3133,647,0.20651133099265878,0,NA,0
ASHLAND SD 5,4101560,2017-2018,2017,2937,39827000,25673000,12577000,1577000,13560,8741,4282,537,19233000,Regular local school district,"Suburb, midsize",25998,3105,526,0.16940418679549113,0,NA,0
ASHLAND SD 5,4101560,2016-2017,2016,2911,39051000,25915000,11521000,1615000,13415,8902,3958,555,17775000,Regular local school district,"Suburb, midsize",25884,3088,467,0.15123056994818654,0,NA,0
ASHLAND SD 5,4101560,2015-2016,2015,2869,38751000,25002000,11808000,1941000,13507,8715,4116,677,16908000,Regular local school district,"Suburb, midsize",25411,3065,514,0.16769983686786297,0,NA,0
ASHLAND SD 5,4101560,2014-2015,2014,2809,36134000,22168000,11930000,2036000,12979,7963,4285,731,17208000,Regular local school district,"Suburb, midsize",25138,3047,614,0.20150968165408598,0,NA,0
ASHLAND SD 5,4101560,2013-2014,2013,2801,32026000,21875000,9078000,1073000,11434,7810,3241,383,16175000,Regular local school district,"Suburb, midsize",24930,3060,664,0.2169934640522876,0,NA,0
ASHLAND SD 5,4101560,2012-2013,2012,2775,31733000,20710000,8909000,2114000,11435,7463,3210,762,15420000,Regular local school district,"Suburb, midsize",24665,3055,725,0.23731587561374795,0,NA,0
ASHLAND SD 5,4101560,2011-2012,2011,2782,31682000,20582000,9219000,1881000,11388,7398,3314,676,15451000,Regular local school district,"Suburb, midsize",24475,3055,902,0.29525368248772504,0,NA,0
ASHLAND SD 5,4101560,2010-2011,2010,2763,32784000,20459000,9139000,3186000,11865,7405,3308,1153,15872000,Regular local school district,"Suburb, midsize",24313,3060,863,0.28202614379084967,0,NA,0
ASHWOOD SD 8,4101590,2021-2022,2021,11,567000,7000,560000,0,51545,636,50909,0,125000,Regular local school district,"Rural, remote",75,19,3,0.15789473684210525,0,NA,0
ASHWOOD SD 8,4101590,2020-2021,2020,13,543000,11000,454000,78000,41769,846,34923,6000,105000,Regular local school district,"Rural, remote",68,10,2,0.2,0,NA,0
ASHWOOD SD 8,4101590,2019-2020,2019,7,263000,11000,239000,13000,37571,1571,34143,1857,96000,Regular local school district,"Rural, remote",67,10,3,0.3,0,NA,0
ASHWOOD SD 8,4101590,2018-2019,2018,7,362000,10000,315000,37000,51714,1429,45000,5286,114000,Regular local school district,"Rural, remote",66,9,2,0.2222222222222222,0,NA,0
ASHWOOD SD 8,4101590,2017-2018,2017,7,309000,4000,305000,0,44143,571,43571,0,86000,Regular local school district,"Rural, remote",65,9,2,0.2222222222222222,0,NA,0
ASHWOOD SD 8,4101590,2016-2017,2016,3,311000,3000,303000,5000,103667,1000,101000,1667,89000,Regular local school district,"Rural, remote",63,9,2,0.2222222222222222,0,NA,0
ASHWOOD SD 8,4101590,2015-2016,2015,6,211000,2000,202000,7000,35167,333,33667,1167,95000,Regular local school district,"Rural, remote",62,9,3,0.3333333333333333,0,NA,0
ASHWOOD SD 8,4101590,2014-2015,2014,7,252000,3000,244000,5000,36000,429,34857,714,96000,Regular local school district,"Rural, remote",60,9,3,0.3333333333333333,0,NA,0
ASHWOOD SD 8,4101590,2013-2014,2013,7,243000,4000,231000,8000,34714,571,33000,1143,146000,Regular local school district,"Rural, remote",57,9,4,0.4444444444444444,0,NA,0
ASHWOOD SD 8,4101590,2012-2013,2012,9,304000,3000,299000,2000,33778,333,33222,222,88000,Regular local school district,"Rural, remote",59,9,5,0.5555555555555556,0,NA,0
ASHWOOD SD 8,4101590,2011-2012,2011,11,344000,4000,340000,0,31273,364,30909,0,84000,Regular local school district,"Rural, remote",59,9,3,0.3333333333333333,0,NA,0
ASHWOOD SD 8,4101590,2010-2011,2010,5,221000,3000,218000,0,44200,600,43600,0,77000,Regular local school district,"Rural, remote",59,9,3,0.3333333333333333,0,NA,0
ASTORIA SD 1,4101620,2021-2022,2021,1747,29385000,13819000,15566000,0,16820,7910,8910,0,16207000,Regular local school district,"Town, remote",14752,1982,275,0.13874873864783047,0,2015,0
ASTORIA SD 1,4101620,2020-2021,2020,1803,32210000,13175000,17097000,1938000,17865,7307,9483,1075,14004000,Regular local school district,"Town, remote",14880,2045,226,0.11051344743276284,0,2015,0
ASTORIA SD 1,4101620,2019-2020,2019,1894,28252000,14721000,12202000,1329000,14917,7772,6442,702,13496000,Regular local school district,"Town, remote",14808,2046,287,0.1402737047898338,0,2015,0
ASTORIA SD 1,4101620,2018-2019,2018,1888,25910000,13225000,11469000,1216000,13767,7027,6094,646,12982000,Regular local school district,"Town, remote",14643,2059,286,0.1389023797960175,0,2015,0
ASTORIA SD 1,4101620,2017-2018,2017,1909,23767000,12124000,10326000,1317000,12450,6351,5409,690,12169000,Regular local school district,"Town, remote",14428,2007,287,0.14299950174389636,0,2015,0
ASTORIA SD 1,4101620,2016-2017,2016,1858,20478000,10558000,8626000,1294000,11022,5682,4643,696,12023000,Regular local school district,"Town, remote",14225,2013,321,0.15946348733233978,1,2015,0
ASTORIA SD 1,4101620,2015-2016,2015,1883,22204000,10759000,9991000,1454000,11792,5714,5306,772,11507000,Regular local school district,"Town, remote",13931,2014,333,0.16534260178748758,1,2015,0
ASTORIA SD 1,4101620,2014-2015,2014,1860,21965000,10372000,10180000,1413000,11886,5613,5509,765,11398000,Regular local school district,"Town, remote",13809,1996,352,0.17635270541082165,0,2015,0
ASTORIA SD 1,4101620,2013-2014,2013,1936,19995000,9331000,9238000,1426000,10328,4820,4772,737,10936000,Regular local school district,"Town, remote",13724,1988,407,0.20472837022132798,0,2015,0
ASTORIA SD 1,4101620,2012-2013,2012,1917,19143000,9794000,7820000,1529000,9986,5109,4079,798,10534000,Regular local school district,"Town, remote",13745,2060,453,0.21990291262135922,0,2015,0
ASTORIA SD 1,4101620,2011-2012,2011,1937,19597000,9587000,8634000,1376000,10117,4949,4457,710,10461000,Regular local school district,"Town, remote",13690,2036,512,0.25147347740667975,0,2015,0
ASTORIA SD 1,4101620,2010-2011,2010,1921,20238000,9550000,8161000,2527000,10535,4971,4248,1315,10972000,Regular local school district,"Town, remote",13659,2077,471,0.22676937891189214,0,2015,0
ATHENA-WESTON SD 29RJ,4101660,2021-2022,2021,604,10340000,2350000,7206000,784000,17119,3891,11930,1298,6008000,Regular local school district,"Rural, distant",2920,499,86,0.17234468937875752,0,2019,0
ATHENA-WESTON SD 29RJ,4101660,2020-2021,2020,549,10014000,2198000,6989000,827000,18240,4004,12730,1506,4953000,Regular local school district,"Rural, distant",2787,488,57,0.1168032786885246,1,2019,0
ATHENA-WESTON SD 29RJ,4101660,2019-2020,2019,584,8704000,2396000,5667000,641000,14904,4103,9704,1098,4680000,Regular local school district,"Rural, distant",2794,489,46,0.09406952965235174,1,2019,0
ATHENA-WESTON SD 29RJ,4101660,2018-2019,2018,584,8294000,2261000,5414000,619000,14202,3872,9271,1060,4422000,Regular local school district,"Rural, distant",2781,487,54,0.11088295687885011,0,2019,0
ATHENA-WESTON SD 29RJ,4101660,2017-2018,2017,575,11166000,2263000,8362000,541000,19419,3936,14543,941,4145000,Regular local school district,"Rural, distant",2761,483,73,0.15113871635610765,0,2019,0
ATHENA-WESTON SD 29RJ,4101660,2016-2017,2016,581,8172000,2100000,5583000,489000,14065,3614,9609,842,3775000,Regular local school district,"Rural, distant",2742,483,85,0.17598343685300208,0,2019,0
ATHENA-WESTON SD 29RJ,4101660,2015-2016,2015,551,6734000,1883000,4331000,520000,12221,3417,7860,944,4342000,Regular local school district,"Rural, distant",2745,481,109,0.22661122661122662,0,2019,0
ATHENA-WESTON SD 29RJ,4101660,2014-2015,2014,586,6573000,1813000,4228000,532000,11217,3094,7215,908,4364000,Regular local school district,"Rural, distant",2751,482,139,0.2883817427385892,0,2019,0
ATHENA-WESTON SD 29RJ,4101660,2013-2014,2013,567,6535000,2121000,3973000,441000,11526,3741,7007,778,4234000,Regular local school district,"Rural, distant",2752,488,110,0.22540983606557377,0,2019,0
ATHENA-WESTON SD 29RJ,4101660,2012-2013,2012,567,5845000,1856000,3451000,538000,10309,3273,6086,949,3668000,Regular local school district,"Rural, distant",2755,493,71,0.1440162271805274,0,2019,0
ATHENA-WESTON SD 29RJ,4101660,2011-2012,2011,520,5552000,1719000,3363000,470000,10677,3306,6467,904,3449000,Regular local school district,"Rural, distant",2752,496,84,0.1693548387096774,0,2019,0
ATHENA-WESTON SD 29RJ,4101660,2010-2011,2010,535,5593000,1665000,3190000,738000,10454,3112,5963,1379,3411000,Regular local school district,"Rural, distant",2729,491,66,0.13441955193482688,0,2019,0
BAKER SD 5J,4101710,2021-2022,2021,4527,66629000,12924000,47940000,5765000,14718,2855,10590,1273,14161000,Regular local school district,"Town, remote",14097,2148,389,0.18109869646182494,0,NA,0
BAKER SD 5J,4101710,2020-2021,2020,4669,56247000,10801000,41899000,3547000,12047,2313,8974,760,13261000,Regular local school district,"Town, remote",13625,2079,353,0.1697931697931698,0,NA,0
BAKER SD 5J,4101710,2019-2020,2019,4089,48076000,9956000,35303000,2817000,11757,2435,8634,689,12813000,Regular local school district,"Town, remote",13491,2059,421,0.20446818844099077,0,NA,0
BAKER SD 5J,4101710,2018-2019,2018,3825,43190000,8738000,32270000,2182000,11292,2284,8437,570,12066000,Regular local school district,"Town, remote",13399,1994,408,0.2046138415245737,0,NA,0
BAKER SD 5J,4101710,2017-2018,2017,3329,38072000,7948000,28012000,2112000,11436,2388,8415,634,11482000,Regular local school district,"Town, remote",13439,2003,504,0.25162256615077383,0,NA,0
BAKER SD 5J,4101710,2016-2017,2016,2944,29907000,7574000,20434000,1899000,10159,2573,6941,645,10888000,Regular local school district,"Town, remote",13445,1992,502,0.2520080321285141,0,NA,0
BAKER SD 5J,4101710,2015-2016,2015,2620,26585000,6556000,17766000,2263000,10147,2502,6781,864,10718000,Regular local school district,"Town, remote",13398,1942,500,0.25746652935118436,0,NA,0
BAKER SD 5J,4101710,2014-2015,2014,2398,23985000,6053000,15902000,2030000,10002,2524,6631,847,10412000,Regular local school district,"Town, remote",13444,1976,539,0.2727732793522267,0,NA,0
BAKER SD 5J,4101710,2013-2014,2013,2224,20750000,5786000,13342000,1622000,9330,2602,5999,729,10063000,Regular local school district,"Town, remote",13409,1981,472,0.23826350328117113,0,NA,0
BAKER SD 5J,4101710,2012-2013,2012,2166,18877000,5641000,11514000,1722000,8715,2604,5316,795,9427000,Regular local school district,"Town, remote",13321,1996,511,0.2560120240480962,0,NA,0
BAKER SD 5J,4101710,2011-2012,2011,2095,17903000,5575000,11178000,1150000,8546,2661,5336,549,9086000,Regular local school district,"Town, remote",13384,2050,543,0.2648780487804878,0,NA,0
BAKER SD 5J,4101710,2010-2011,2010,2096,18610000,5642000,10523000,2445000,8879,2692,5021,1167,9358000,Regular local school district,"Town, remote",13478,2113,609,0.2882158069096072,0,NA,0
BANDON SD 54,4101800,2021-2022,2021,613,14404000,5338000,6714000,2352000,23498,8708,10953,3837,5993000,Regular local school district,"Town, remote",7143,739,200,0.2706359945872801,0,NA,0
BANDON SD 54,4101800,2020-2021,2020,634,10841000,4829000,4708000,1304000,17099,7617,7426,2057,5801000,Regular local school district,"Town, remote",6643,759,146,0.19235836627140976,0,NA,0
BANDON SD 54,4101800,2019-2020,2019,676,11930000,5603000,5591000,736000,17648,8288,8271,1089,5498000,Regular local school district,"Town, remote",6620,763,129,0.1690694626474443,0,NA,0
